power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.71 W, 6 MiB, 0 %, 0 %
21.00 W, 6 MiB, 0 %, 0 %
20.80 W, 6 MiB, 0 %, 0 %
21.00 W, 6 MiB, 0 %, 0 %
20.80 W, 6 MiB, 0 %, 0 %
22.74 W, 19 MiB, 0 %, 0 %
58.97 W, 1225 MiB, 10 %, 1 %
67.30 W, 1225 MiB, 10 %, 1 %
113.04 W, 1225 MiB, 81 %, 6 %
123.30 W, 1225 MiB, 81 %, 6 %
126.29 W, 1225 MiB, 100 %, 27 %
125.72 W, 1225 MiB, 100 %, 47 %
126.64 W, 1225 MiB, 100 %, 47 %
126.64 W, 1225 MiB, 100 %, 43 %
126.49 W, 1225 MiB, 100 %, 43 %
126.74 W, 1225 MiB, 100 %, 45 %
126.54 W, 1225 MiB, 100 %, 47 %
126.93 W, 1225 MiB, 100 %, 47 %
126.93 W, 1225 MiB, 100 %, 44 %
126.74 W, 1225 MiB, 100 %, 44 %
127.22 W, 1225 MiB, 100 %, 47 %
126.96 W, 1225 MiB, 100 %, 45 %
126.64 W, 1225 MiB, 100 %, 45 %
126.83 W, 1225 MiB, 100 %, 47 %
127.61 W, 1225 MiB, 100 %, 47 %
126.83 W, 1225 MiB, 100 %, 46 %
127.12 W, 1225 MiB, 100 %, 46 %
127.80 W, 1225 MiB, 100 %, 47 %
126.93 W, 1225 MiB, 100 %, 46 %
126.64 W, 1225 MiB, 100 %, 46 %
127.50 W, 1225 MiB, 100 %, 47 %
126.72 W, 1225 MiB, 100 %, 47 %
126.54 W, 1225 MiB, 100 %, 47 %
126.93 W, 1225 MiB, 100 %, 47 %
127.41 W, 1225 MiB, 100 %, 47 %
126.74 W, 1225 MiB, 100 %, 46 %
127.03 W, 1225 MiB, 100 %, 46 %
127.60 W, 1225 MiB, 100 %, 47 %
126.83 W, 1225 MiB, 100 %, 47 %
126.54 W, 1225 MiB, 100 %, 47 %
127.03 W, 1225 MiB, 100 %, 47 %
127.12 W, 1225 MiB, 100 %, 47 %
126.54 W, 1225 MiB, 100 %, 47 %
126.35 W, 1225 MiB, 100 %, 47 %
127.70 W, 1225 MiB, 100 %, 47 %
127.03 W, 1225 MiB, 100 %, 47 %
127.03 W, 1225 MiB, 100 %, 47 %
