power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.32 W, 6 MiB, 0 %, 0 %
26.51 W, 24 MiB, 0 %, 0 %
57.13 W, 81 MiB, 1 %, 0 %
60.78 W, 81 MiB, 0 %, 0 %
78.36 W, 309 MiB, 0 %, 0 %
96.97 W, 398 MiB, 55 %, 6 %
66.06 W, 398 MiB, 55 %, 6 %
62.21 W, 398 MiB, 15 %, 2 %
61.65 W, 398 MiB, 15 %, 2 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.44 W, 398 MiB, 0 %, 0 %
61.44 W, 398 MiB, 0 %, 0 %
61.44 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
61.46 W, 398 MiB, 0 %, 0 %
62.02 W, 398 MiB, 0 %, 0 %
2.741469144821167
