power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
19.93 W, 6 MiB, 0 %, 0 %
29.12 W, 24 MiB, 0 %, 0 %
87.25 W, 112 MiB, 32 %, 8 %
100.33 W, 112 MiB, 32 %, 8 %
102.16 W, 112 MiB, 100 %, 32 %
102.83 W, 112 MiB, 100 %, 32 %
103.03 W, 112 MiB, 100 %, 35 %
102.64 W, 112 MiB, 100 %, 35 %
102.16 W, 112 MiB, 100 %, 35 %
101.77 W, 112 MiB, 100 %, 34 %
101.01 W, 112 MiB, 100 %, 34 %
100.33 W, 112 MiB, 100 %, 31 %
99.56 W, 112 MiB, 100 %, 30 %
98.82 W, 112 MiB, 100 %, 30 %
98.05 W, 112 MiB, 100 %, 27 %
97.08 W, 112 MiB, 100 %, 27 %
96.22 W, 112 MiB, 100 %, 24 %
95.38 W, 112 MiB, 100 %, 20 %
94.41 W, 112 MiB, 100 %, 20 %
93.58 W, 112 MiB, 100 %, 18 %
93.10 W, 112 MiB, 100 %, 18 %
92.53 W, 112 MiB, 100 %, 17 %
91.95 W, 112 MiB, 100 %, 16 %
91.27 W, 112 MiB, 100 %, 16 %
90.69 W, 112 MiB, 100 %, 16 %
89.75 W, 112 MiB, 100 %, 16 %
89.17 W, 112 MiB, 100 %, 15 %
88.40 W, 112 MiB, 100 %, 15 %
87.73 W, 112 MiB, 100 %, 14 %
86.86 W, 112 MiB, 100 %, 13 %
85.80 W, 112 MiB, 100 %, 13 %
85.24 W, 112 MiB, 100 %, 12 %
84.40 W, 112 MiB, 100 %, 12 %
83.63 W, 112 MiB, 100 %, 10 %
82.28 W, 112 MiB, 100 %, 9 %
81.32 W, 112 MiB, 100 %, 9 %
80.37 W, 112 MiB, 100 %, 7 %
79.22 W, 112 MiB, 100 %, 7 %
78.25 W, 112 MiB, 100 %, 6 %
77.00 W, 112 MiB, 100 %, 5 %
75.86 W, 112 MiB, 100 %, 5 %
74.70 W, 112 MiB, 100 %, 4 %
73.28 W, 112 MiB, 100 %, 4 %
72.13 W, 112 MiB, 100 %, 3 %
70.89 W, 112 MiB, 100 %, 3 %
69.34 W, 112 MiB, 100 %, 2 %
67.80 W, 112 MiB, 100 %, 1 %
4.732989072799683
