power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
19.93 W, 6 MiB, 0 %, 0 %
35.10 W, 81 MiB, 1 %, 0 %
56.74 W, 81 MiB, 1 %, 0 %
60.49 W, 81 MiB, 1 %, 0 %
60.88 W, 81 MiB, 1 %, 0 %
60.97 W, 81 MiB, 0 %, 0 %
90.07 W, 94 MiB, 15 %, 6 %
127.24 W, 94 MiB, 15 %, 6 %
131.96 W, 94 MiB, 98 %, 39 %
132.68 W, 94 MiB, 98 %, 39 %
132.91 W, 94 MiB, 98 %, 39 %
132.87 W, 94 MiB, 98 %, 39 %
132.97 W, 94 MiB, 98 %, 39 %
133.04 W, 94 MiB, 98 %, 39 %
133.08 W, 94 MiB, 98 %, 39 %
132.87 W, 94 MiB, 98 %, 39 %
133.11 W, 94 MiB, 98 %, 39 %
132.89 W, 94 MiB, 98 %, 39 %
133.11 W, 94 MiB, 98 %, 39 %
133.08 W, 94 MiB, 98 %, 39 %
133.04 W, 94 MiB, 98 %, 39 %
132.05 W, 94 MiB, 98 %, 39 %
83.08 W, 94 MiB, 98 %, 38 %
64.05 W, 94 MiB, 9 %, 3 %
61.74 W, 94 MiB, 9 %, 3 %
61.26 W, 94 MiB, 0 %, 0 %
61.26 W, 94 MiB, 0 %, 0 %
61.26 W, 81 MiB, 0 %, 0 %
2.778769016265869
