power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
19.93 W, 6 MiB, 0 %, 0 %
35.39 W, 81 MiB, 0 %, 0 %
61.19 W, 81 MiB, 56 %, 0 %
65.58 W, 81 MiB, 56 %, 0 %
66.16 W, 81 MiB, 100 %, 0 %
66.25 W, 81 MiB, 100 %, 0 %
66.25 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.35 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
66.45 W, 81 MiB, 100 %, 0 %
4.538438320159912
