power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.32 W, 6 MiB, 0 %, 0 %
36.35 W, 569 MiB, 0 %, 0 %
59.53 W, 569 MiB, 1 %, 0 %
61.65 W, 569 MiB, 1 %, 0 %
61.74 W, 569 MiB, 15 %, 1 %
61.74 W, 569 MiB, 0 %, 0 %
114.97 W, 569 MiB, 0 %, 0 %
130.04 W, 569 MiB, 86 %, 74 %
131.96 W, 569 MiB, 86 %, 74 %
85.56 W, 569 MiB, 100 %, 86 %
65.30 W, 569 MiB, 18 %, 3 %
63.29 W, 569 MiB, 18 %, 3 %
122.94 W, 569 MiB, 56 %, 32 %
130.91 W, 569 MiB, 56 %, 32 %
132.36 W, 569 MiB, 100 %, 73 %
118.32 W, 569 MiB, 100 %, 73 %
71.74 W, 569 MiB, 94 %, 59 %
98.67 W, 569 MiB, 18 %, 3 %
138.53 W, 569 MiB, 18 %, 3 %
145.54 W, 569 MiB, 100 %, 70 %
146.21 W, 569 MiB, 100 %, 70 %
146.50 W, 569 MiB, 100 %, 70 %
146.60 W, 569 MiB, 100 %, 70 %
77.48 W, 569 MiB, 100 %, 70 %
65.69 W, 569 MiB, 40 %, 9 %
123.20 W, 569 MiB, 40 %, 9 %
134.43 W, 569 MiB, 72 %, 50 %
135.73 W, 569 MiB, 100 %, 69 %
135.83 W, 569 MiB, 100 %, 69 %
106.51 W, 569 MiB, 100 %, 66 %
69.80 W, 569 MiB, 100 %, 66 %
95.68 W, 569 MiB, 25 %, 1 %
130.52 W, 569 MiB, 25 %, 1 %
134.62 W, 569 MiB, 87 %, 60 %
135.35 W, 569 MiB, 100 %, 69 %
135.44 W, 569 MiB, 100 %, 69 %
79.70 W, 569 MiB, 96 %, 57 %
65.21 W, 569 MiB, 96 %, 57 %
118.22 W, 569 MiB, 15 %, 1 %
132.44 W, 569 MiB, 100 %, 71 %
134.14 W, 569 MiB, 100 %, 71 %
134.43 W, 569 MiB, 100 %, 71 %
106.61 W, 569 MiB, 100 %, 71 %
69.80 W, 569 MiB, 75 %, 44 %
100.02 W, 569 MiB, 42 %, 20 %
129.70 W, 569 MiB, 42 %, 20 %
133.13 W, 569 MiB, 100 %, 71 %
133.80 W, 569 MiB, 100 %, 71 %
85.66 W, 569 MiB, 100 %, 71 %
67.60 W, 569 MiB, 100 %, 71 %
120.24 W, 569 MiB, 30 %, 2 %
136.31 W, 569 MiB, 87 %, 55 %
139.26 W, 569 MiB, 87 %, 55 %
139.55 W, 569 MiB, 100 %, 63 %
139.87 W, 569 MiB, 100 %, 63 %
130.61 W, 569 MiB, 100 %, 63 %
72.89 W, 569 MiB, 55 %, 24 %
64.63 W, 325 MiB, 55 %, 24 %
5.841707706451416
