power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.42 W, 6 MiB, 0 %, 0 %
31.82 W, 24 MiB, 0 %, 0 %
88.76 W, 123 MiB, 1 %, 0 %
103.88 W, 123 MiB, 94 %, 7 %
105.89 W, 123 MiB, 94 %, 7 %
107.04 W, 123 MiB, 100 %, 7 %
107.04 W, 123 MiB, 100 %, 7 %
107.14 W, 123 MiB, 100 %, 8 %
107.04 W, 123 MiB, 100 %, 7 %
108.39 W, 123 MiB, 100 %, 7 %
108.39 W, 123 MiB, 100 %, 7 %
106.95 W, 123 MiB, 100 %, 7 %
107.14 W, 123 MiB, 100 %, 8 %
107.82 W, 123 MiB, 100 %, 8 %
107.62 W, 123 MiB, 100 %, 8 %
107.72 W, 123 MiB, 100 %, 7 %
107.91 W, 123 MiB, 100 %, 7 %
107.24 W, 123 MiB, 100 %, 8 %
107.14 W, 123 MiB, 100 %, 8 %
107.14 W, 123 MiB, 100 %, 7 %
108.39 W, 123 MiB, 100 %, 7 %
108.49 W, 123 MiB, 100 %, 7 %
107.04 W, 123 MiB, 100 %, 8 %
107.33 W, 123 MiB, 100 %, 8 %
107.72 W, 123 MiB, 100 %, 8 %
107.53 W, 123 MiB, 100 %, 7 %
107.72 W, 123 MiB, 100 %, 7 %
107.81 W, 123 MiB, 100 %, 8 %
107.04 W, 123 MiB, 100 %, 8 %
105.31 W, 96 MiB, 100 %, 7 %
2.9786150455474854
