power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
19.93 W, 6 MiB, 0 %, 0 %
23.41 W, 22 MiB, 0 %, 0 %
67.15 W, 104 MiB, 18 %, 1 %
76.06 W, 104 MiB, 18 %, 1 %
76.83 W, 104 MiB, 100 %, 4 %
76.93 W, 104 MiB, 100 %, 4 %
77.12 W, 104 MiB, 100 %, 4 %
77.02 W, 104 MiB, 100 %, 4 %
77.20 W, 104 MiB, 100 %, 4 %
77.31 W, 104 MiB, 100 %, 4 %
77.31 W, 104 MiB, 100 %, 4 %
77.12 W, 104 MiB, 100 %, 4 %
77.22 W, 104 MiB, 100 %, 4 %
77.22 W, 104 MiB, 100 %, 4 %
77.10 W, 104 MiB, 100 %, 4 %
77.22 W, 104 MiB, 100 %, 4 %
77.30 W, 104 MiB, 100 %, 4 %
77.10 W, 104 MiB, 100 %, 4 %
77.41 W, 104 MiB, 100 %, 4 %
77.31 W, 104 MiB, 100 %, 4 %
77.22 W, 104 MiB, 100 %, 4 %
77.22 W, 104 MiB, 100 %, 4 %
77.31 W, 104 MiB, 100 %, 4 %
76.83 W, 104 MiB, 100 %, 4 %
77.31 W, 104 MiB, 100 %, 4 %
77.22 W, 104 MiB, 100 %, 4 %
2.628801107406616
