power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
41.78 W, 22 MiB, 0 %, 0 %
41.77 W, 55 MiB, 0 %, 0 %
172.61 W, 343 MiB, 13 %, 10 %
175.01 W, 343 MiB, 13 %, 10 %
175.40 W, 343 MiB, 100 %, 91 %
175.01 W, 343 MiB, 100 %, 91 %
174.11 W, 343 MiB, 100 %, 91 %
176.26 W, 343 MiB, 100 %, 91 %
175.78 W, 343 MiB, 100 %, 91 %
175.97 W, 343 MiB, 100 %, 91 %
175.97 W, 343 MiB, 100 %, 91 %
175.97 W, 343 MiB, 100 %, 91 %
175.49 W, 343 MiB, 100 %, 91 %
174.17 W, 343 MiB, 100 %, 91 %
176.17 W, 343 MiB, 100 %, 91 %
176.26 W, 343 MiB, 100 %, 91 %
176.65 W, 343 MiB, 100 %, 91 %
176.55 W, 343 MiB, 100 %, 91 %
175.97 W, 343 MiB, 100 %, 91 %
174.53 W, 343 MiB, 100 %, 91 %
177.03 W, 343 MiB, 100 %, 91 %
174.63 W, 343 MiB, 100 %, 91 %
176.55 W, 343 MiB, 100 %, 91 %
176.74 W, 343 MiB, 100 %, 91 %
177.13 W, 343 MiB, 100 %, 91 %
175.97 W, 343 MiB, 100 %, 91 %
173.69 W, 343 MiB, 100 %, 91 %
176.84 W, 343 MiB, 100 %, 91 %
176.84 W, 343 MiB, 100 %, 91 %
176.52 W, 343 MiB, 100 %, 91 %
176.46 W, 343 MiB, 100 %, 91 %
176.65 W, 343 MiB, 100 %, 91 %
175.69 W, 343 MiB, 100 %, 91 %
176.36 W, 343 MiB, 100 %, 91 %
176.55 W, 343 MiB, 100 %, 91 %
176.65 W, 343 MiB, 100 %, 91 %
176.55 W, 343 MiB, 100 %, 91 %
176.84 W, 343 MiB, 100 %, 91 %
176.55 W, 343 MiB, 100 %, 91 %
174.05 W, 343 MiB, 100 %, 91 %
177.13 W, 343 MiB, 100 %, 91 %
177.67 W, 343 MiB, 100 %, 91 %
177.67 W, 343 MiB, 100 %, 91 %
177.51 W, 343 MiB, 100 %, 91 %
176.74 W, 343 MiB, 100 %, 91 %
176.55 W, 343 MiB, 100 %, 91 %
177.22 W, 343 MiB, 100 %, 91 %
177.13 W, 343 MiB, 100 %, 91 %
177.13 W, 343 MiB, 100 %, 91 %
177.22 W, 343 MiB, 100 %, 91 %
176.74 W, 343 MiB, 100 %, 91 %
