power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
41.49 W, 22 MiB, 0 %, 0 %
41.48 W, 22 MiB, 0 %, 0 %
41.49 W, 22 MiB, 0 %, 0 %
41.49 W, 22 MiB, 0 %, 0 %
41.49 W, 22 MiB, 0 %, 0 %
41.49 W, 22 MiB, 0 %, 0 %
41.48 W, 22 MiB, 0 %, 0 %
41.48 W, 22 MiB, 0 %, 0 %
41.48 W, 22 MiB, 0 %, 0 %
41.49 W, 22 MiB, 0 %, 0 %
41.49 W, 22 MiB, 0 %, 0 %
41.48 W, 22 MiB, 0 %, 0 %
41.48 W, 22 MiB, 0 %, 0 %
41.48 W, 22 MiB, 0 %, 0 %
41.48 W, 22 MiB, 0 %, 0 %
41.48 W, 22 MiB, 0 %, 0 %
41.49 W, 22 MiB, 0 %, 0 %
41.49 W, 48 MiB, 0 %, 0 %
49.23 W, 341 MiB, 0 %, 0 %
1.9035139083862305
