power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
41.20 W, 22 MiB, 0 %, 0 %
41.30 W, 53 MiB, 0 %, 0 %
41.29 W, 597 MiB, 0 %, 0 %
48.55 W, 855 MiB, 4 %, 1 %
52.13 W, 855 MiB, 4 %, 1 %
52.33 W, 855 MiB, 88 %, 1 %
52.33 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.32 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.32 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.51 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.51 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.51 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.51 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.43 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.53 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.53 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.53 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.33 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.42 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.53 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.63 W, 855 MiB, 100 %, 0 %
52.53 W, 855 MiB, 100 %, 0 %
52.73 W, 855 MiB, 100 %, 0 %
52.53 W, 855 MiB, 100 %, 0 %
52.53 W, 855 MiB, 100 %, 0 %
52.63 W, 855 MiB, 100 %, 0 %
52.53 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.53 W, 855 MiB, 100 %, 0 %
52.72 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.72 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.52 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.72 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.72 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.72 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.72 W, 855 MiB, 100 %, 0 %
52.72 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.72 W, 855 MiB, 100 %, 0 %
52.62 W, 855 MiB, 100 %, 0 %
52.72 W, 855 MiB, 100 %, 0 %
52.72 W, 855 MiB, 100 %, 0 %
