power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
41.39 W, 22 MiB, 0 %, 0 %
41.58 W, 55 MiB, 0 %, 0 %
41.69 W, 351 MiB, 1 %, 0 %
58.72 W, 351 MiB, 7 %, 0 %
58.32 W, 351 MiB, 7 %, 0 %
59.87 W, 351 MiB, 24 %, 0 %
58.04 W, 351 MiB, 24 %, 0 %
49.23 W, 351 MiB, 33 %, 0 %
58.81 W, 351 MiB, 26 %, 0 %
55.13 W, 351 MiB, 26 %, 0 %
52.22 W, 351 MiB, 23 %, 0 %
60.63 W, 351 MiB, 28 %, 0 %
57.74 W, 351 MiB, 28 %, 0 %
59.00 W, 351 MiB, 34 %, 0 %
59.77 W, 351 MiB, 34 %, 0 %
41.69 W, 347 MiB, 33 %, 0 %
41.59 W, 347 MiB, 0 %, 0 %
41.59 W, 347 MiB, 0 %, 0 %
41.69 W, 295 MiB, 0 %, 0 %
1.8973164558410645
