power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
41.49 W, 22 MiB, 0 %, 0 %
41.59 W, 55 MiB, 0 %, 0 %
41.49 W, 351 MiB, 3 %, 0 %
51.55 W, 351 MiB, 3 %, 0 %
55.72 W, 351 MiB, 18 %, 0 %
59.76 W, 351 MiB, 18 %, 0 %
60.54 W, 351 MiB, 29 %, 0 %
59.94 W, 351 MiB, 30 %, 0 %
59.47 W, 351 MiB, 30 %, 0 %
59.86 W, 351 MiB, 32 %, 0 %
60.64 W, 351 MiB, 32 %, 0 %
57.25 W, 351 MiB, 34 %, 0 %
57.93 W, 351 MiB, 31 %, 0 %
58.02 W, 351 MiB, 31 %, 0 %
58.99 W, 351 MiB, 33 %, 0 %
42.55 W, 347 MiB, 27 %, 0 %
41.59 W, 347 MiB, 27 %, 0 %
41.49 W, 347 MiB, 0 %, 0 %
41.59 W, 347 MiB, 0 %, 0 %
41.69 W, 297 MiB, 0 %, 0 %
2.0061590671539307
