power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
41.12 W, 22 MiB, 0 %, 0 %
41.20 W, 55 MiB, 0 %, 0 %
127.56 W, 343 MiB, 1 %, 0 %
128.04 W, 343 MiB, 93 %, 0 %
128.04 W, 343 MiB, 93 %, 0 %
128.24 W, 343 MiB, 100 %, 0 %
128.33 W, 343 MiB, 100 %, 0 %
128.33 W, 343 MiB, 100 %, 0 %
128.43 W, 343 MiB, 100 %, 0 %
128.43 W, 343 MiB, 100 %, 0 %
128.52 W, 343 MiB, 100 %, 0 %
128.52 W, 343 MiB, 100 %, 0 %
128.62 W, 343 MiB, 100 %, 0 %
128.62 W, 343 MiB, 100 %, 0 %
128.62 W, 343 MiB, 100 %, 0 %
128.62 W, 343 MiB, 100 %, 0 %
128.62 W, 343 MiB, 100 %, 0 %
128.72 W, 343 MiB, 100 %, 0 %
128.72 W, 343 MiB, 100 %, 0 %
128.81 W, 343 MiB, 100 %, 0 %
128.81 W, 343 MiB, 100 %, 0 %
128.81 W, 343 MiB, 100 %, 0 %
128.81 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
129.01 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.29 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.49 W, 343 MiB, 100 %, 0 %
129.49 W, 343 MiB, 100 %, 0 %
129.59 W, 343 MiB, 100 %, 0 %
129.49 W, 343 MiB, 100 %, 0 %
129.49 W, 343 MiB, 100 %, 0 %
129.49 W, 343 MiB, 100 %, 0 %
129.49 W, 343 MiB, 100 %, 0 %
129.58 W, 343 MiB, 100 %, 0 %
128.91 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.59 W, 343 MiB, 100 %, 0 %
129.49 W, 343 MiB, 100 %, 0 %
129.49 W, 343 MiB, 100 %, 0 %
129.49 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.59 W, 343 MiB, 100 %, 0 %
129.49 W, 343 MiB, 100 %, 0 %
129.59 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.59 W, 343 MiB, 100 %, 0 %
129.68 W, 343 MiB, 100 %, 0 %
129.59 W, 343 MiB, 100 %, 0 %
129.59 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.59 W, 343 MiB, 100 %, 0 %
129.68 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.68 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.87 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.87 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.87 W, 343 MiB, 100 %, 0 %
129.88 W, 343 MiB, 100 %, 0 %
129.87 W, 343 MiB, 100 %, 0 %
129.87 W, 343 MiB, 100 %, 0 %
129.97 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
129.68 W, 343 MiB, 100 %, 0 %
128.81 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
129.97 W, 343 MiB, 100 %, 0 %
130.16 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
129.10 W, 343 MiB, 100 %, 0 %
129.78 W, 343 MiB, 100 %, 0 %
129.97 W, 343 MiB, 100 %, 0 %
129.88 W, 343 MiB, 100 %, 0 %
129.88 W, 343 MiB, 100 %, 0 %
129.97 W, 343 MiB, 100 %, 0 %
129.97 W, 343 MiB, 100 %, 0 %
129.97 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.16 W, 343 MiB, 100 %, 0 %
130.16 W, 343 MiB, 100 %, 0 %
130.16 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.16 W, 343 MiB, 100 %, 0 %
127.29 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.16 W, 343 MiB, 100 %, 0 %
130.16 W, 343 MiB, 100 %, 0 %
130.16 W, 343 MiB, 100 %, 0 %
130.14 W, 343 MiB, 100 %, 0 %
130.16 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.07 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.16 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.16 W, 343 MiB, 100 %, 0 %
130.24 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.36 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.36 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.36 W, 343 MiB, 100 %, 0 %
130.36 W, 343 MiB, 100 %, 0 %
130.36 W, 343 MiB, 100 %, 0 %
130.26 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
130.36 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
129.39 W, 343 MiB, 100 %, 0 %
129.97 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
130.36 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
130.43 W, 343 MiB, 100 %, 0 %
130.43 W, 343 MiB, 100 %, 0 %
130.43 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
130.55 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
130.45 W, 343 MiB, 100 %, 0 %
130.65 W, 343 MiB, 100 %, 0 %
130.55 W, 343 MiB, 100 %, 0 %
130.55 W, 343 MiB, 100 %, 0 %
130.62 W, 343 MiB, 100 %, 0 %
130.53 W, 343 MiB, 100 %, 0 %
130.53 W, 343 MiB, 100 %, 0 %
130.65 W, 343 MiB, 100 %, 0 %
130.65 W, 343 MiB, 100 %, 0 %
130.55 W, 343 MiB, 100 %, 0 %
130.62 W, 343 MiB, 100 %, 0 %
130.55 W, 343 MiB, 100 %, 0 %
130.65 W, 343 MiB, 100 %, 0 %
130.55 W, 343 MiB, 100 %, 0 %
130.65 W, 343 MiB, 100 %, 0 %
130.65 W, 343 MiB, 100 %, 0 %
130.65 W, 343 MiB, 100 %, 0 %
130.62 W, 343 MiB, 100 %, 0 %
130.62 W, 343 MiB, 100 %, 0 %
130.74 W, 343 MiB, 100 %, 0 %
130.65 W, 343 MiB, 100 %, 0 %
130.65 W, 343 MiB, 100 %, 0 %
130.65 W, 343 MiB, 100 %, 0 %
