power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
43.92 W, 22 MiB, 0 %, 0 %
44.01 W, 55 MiB, 0 %, 0 %
176.46 W, 343 MiB, 21 %, 17 %
178.73 W, 343 MiB, 21 %, 17 %
178.86 W, 343 MiB, 100 %, 91 %
178.92 W, 343 MiB, 100 %, 91 %
176.71 W, 343 MiB, 100 %, 91 %
179.43 W, 343 MiB, 100 %, 91 %
178.82 W, 343 MiB, 100 %, 91 %
179.63 W, 343 MiB, 100 %, 91 %
179.11 W, 343 MiB, 100 %, 91 %
179.02 W, 343 MiB, 100 %, 91 %
178.80 W, 343 MiB, 100 %, 91 %
177.30 W, 343 MiB, 100 %, 91 %
179.53 W, 343 MiB, 100 %, 91 %
180.07 W, 343 MiB, 100 %, 91 %
180.01 W, 343 MiB, 100 %, 91 %
179.72 W, 343 MiB, 100 %, 91 %
179.18 W, 343 MiB, 100 %, 91 %
178.92 W, 343 MiB, 100 %, 91 %
180.30 W, 343 MiB, 100 %, 91 %
180.01 W, 343 MiB, 100 %, 91 %
180.08 W, 343 MiB, 100 %, 91 %
180.59 W, 343 MiB, 100 %, 91 %
180.11 W, 343 MiB, 100 %, 91 %
179.79 W, 343 MiB, 100 %, 91 %
176.78 W, 343 MiB, 100 %, 91 %
180.20 W, 343 MiB, 100 %, 91 %
180.26 W, 343 MiB, 100 %, 91 %
179.88 W, 343 MiB, 100 %, 91 %
179.53 W, 343 MiB, 100 %, 91 %
179.28 W, 343 MiB, 100 %, 91 %
179.11 W, 343 MiB, 100 %, 91 %
179.99 W, 343 MiB, 100 %, 91 %
180.11 W, 343 MiB, 100 %, 91 %
179.91 W, 343 MiB, 100 %, 91 %
179.98 W, 343 MiB, 100 %, 91 %
179.82 W, 343 MiB, 100 %, 91 %
180.07 W, 343 MiB, 100 %, 91 %
179.02 W, 343 MiB, 100 %, 91 %
179.91 W, 343 MiB, 100 %, 91 %
180.37 W, 343 MiB, 100 %, 91 %
180.59 W, 343 MiB, 100 %, 91 %
180.40 W, 343 MiB, 100 %, 91 %
179.63 W, 343 MiB, 100 %, 91 %
179.30 W, 343 MiB, 100 %, 91 %
180.40 W, 343 MiB, 100 %, 91 %
180.40 W, 343 MiB, 100 %, 91 %
180.18 W, 343 MiB, 100 %, 91 %
180.40 W, 343 MiB, 100 %, 91 %
180.20 W, 343 MiB, 100 %, 91 %
180.40 W, 343 MiB, 100 %, 91 %
178.44 W, 343 MiB, 100 %, 91 %
180.40 W, 343 MiB, 100 %, 91 %
180.49 W, 343 MiB, 100 %, 91 %
179.91 W, 343 MiB, 100 %, 91 %
180.47 W, 343 MiB, 100 %, 91 %
180.20 W, 343 MiB, 100 %, 91 %
179.43 W, 343 MiB, 100 %, 91 %
180.36 W, 343 MiB, 100 %, 91 %
180.76 W, 343 MiB, 100 %, 91 %
180.75 W, 343 MiB, 100 %, 91 %
180.78 W, 343 MiB, 100 %, 91 %
180.40 W, 343 MiB, 100 %, 91 %
180.01 W, 343 MiB, 100 %, 91 %
181.33 W, 343 MiB, 100 %, 91 %
183.83 W, 343 MiB, 100 %, 91 %
183.64 W, 343 MiB, 100 %, 90 %
183.73 W, 343 MiB, 100 %, 90 %
183.45 W, 343 MiB, 100 %, 91 %
183.83 W, 343 MiB, 100 %, 90 %
183.73 W, 343 MiB, 100 %, 90 %
180.30 W, 343 MiB, 100 %, 91 %
184.21 W, 343 MiB, 100 %, 91 %
183.64 W, 343 MiB, 100 %, 91 %
183.93 W, 343 MiB, 100 %, 90 %
184.21 W, 343 MiB, 100 %, 90 %
183.64 W, 343 MiB, 100 %, 91 %
183.35 W, 343 MiB, 100 %, 91 %
184.60 W, 343 MiB, 100 %, 91 %
184.12 W, 343 MiB, 100 %, 91 %
184.40 W, 343 MiB, 100 %, 91 %
184.50 W, 343 MiB, 100 %, 91 %
184.31 W, 343 MiB, 100 %, 90 %
183.35 W, 343 MiB, 100 %, 90 %
183.16 W, 343 MiB, 100 %, 91 %
184.79 W, 343 MiB, 100 %, 91 %
184.69 W, 343 MiB, 100 %, 91 %
184.50 W, 343 MiB, 100 %, 90 %
184.21 W, 343 MiB, 100 %, 90 %
184.40 W, 343 MiB, 100 %, 91 %
182.77 W, 343 MiB, 100 %, 91 %
180.28 W, 343 MiB, 100 %, 91 %
184.12 W, 343 MiB, 100 %, 90 %
183.93 W, 343 MiB, 100 %, 90 %
184.31 W, 343 MiB, 100 %, 91 %
184.31 W, 343 MiB, 100 %, 90 %
184.21 W, 343 MiB, 100 %, 90 %
182.29 W, 343 MiB, 100 %, 91 %
184.12 W, 343 MiB, 100 %, 91 %
184.21 W, 343 MiB, 100 %, 91 %
