power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.84 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.84 W, 46 MiB, 0 %, 0 %
40.71 W, 6741 MiB, 0 %, 0 %
40.71 W, 6741 MiB, 30 %, 1 %
40.71 W, 6741 MiB, 30 %, 1 %
40.71 W, 6741 MiB, 37 %, 2 %
40.71 W, 6741 MiB, 37 %, 2 %
40.71 W, 6741 MiB, 37 %, 2 %
40.71 W, 6741 MiB, 37 %, 2 %
40.71 W, 6741 MiB, 37 %, 2 %
40.71 W, 6741 MiB, 37 %, 2 %
40.71 W, 6741 MiB, 37 %, 2 %
40.81 W, 6741 MiB, 37 %, 2 %
40.71 W, 6741 MiB, 37 %, 2 %
40.71 W, 6741 MiB, 37 %, 2 %
40.71 W, 6741 MiB, 37 %, 2 %
40.71 W, 6741 MiB, 36 %, 2 %
81.17 W, 341 MiB, 36 %, 2 %
3.5796215534210205
