power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
39.75 W, 22 MiB, 0 %, 0 %
39.75 W, 34 MiB, 0 %, 0 %
39.74 W, 34 MiB, 0 %, 0 %
39.74 W, 34 MiB, 0 %, 0 %
39.74 W, 34 MiB, 0 %, 0 %
39.74 W, 34 MiB, 0 %, 0 %
39.74 W, 34 MiB, 0 %, 0 %
39.74 W, 34 MiB, 0 %, 0 %
39.74 W, 34 MiB, 0 %, 0 %
39.74 W, 34 MiB, 0 %, 0 %
39.65 W, 34 MiB, 0 %, 0 %
39.94 W, 87 MiB, 0 %, 0 %
139.23 W, 853 MiB, 3 %, 0 %
40.62 W, 853 MiB, 59 %, 46 %
64.69 W, 853 MiB, 59 %, 46 %
143.86 W, 853 MiB, 57 %, 46 %
163.49 W, 853 MiB, 78 %, 76 %
161.67 W, 853 MiB, 78 %, 76 %
140.78 W, 853 MiB, 71 %, 62 %
47.10 W, 853 MiB, 71 %, 62 %
48.46 W, 853 MiB, 69 %, 58 %
70.29 W, 853 MiB, 80 %, 79 %
155.98 W, 853 MiB, 80 %, 79 %
161.67 W, 853 MiB, 63 %, 47 %
61.90 W, 853 MiB, 63 %, 47 %
166.34 W, 853 MiB, 88 %, 93 %
46.90 W, 853 MiB, 88 %, 92 %
166.15 W, 853 MiB, 88 %, 92 %
74.01 W, 853 MiB, 81 %, 81 %
166.44 W, 853 MiB, 80 %, 78 %
141.74 W, 853 MiB, 80 %, 78 %
166.08 W, 853 MiB, 80 %, 78 %
160.70 W, 853 MiB, 80 %, 78 %
110.26 W, 853 MiB, 80 %, 78 %
165.03 W, 853 MiB, 80 %, 78 %
59.78 W, 853 MiB, 80 %, 78 %
166.28 W, 853 MiB, 79 %, 77 %
46.90 W, 853 MiB, 79 %, 77 %
3.887036085128784
