power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.33 W, 22 MiB, 0 %, 0 %
40.43 W, 55 MiB, 0 %, 0 %
40.62 W, 341 MiB, 0 %, 0 %
40.62 W, 341 MiB, 46 %, 0 %
40.62 W, 341 MiB, 46 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.72 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.52 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.72 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.72 W, 341 MiB, 55 %, 0 %
40.72 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.72 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.72 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.72 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.72 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.72 W, 341 MiB, 55 %, 0 %
40.72 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.52 W, 341 MiB, 55 %, 0 %
40.62 W, 341 MiB, 55 %, 0 %
40.43 W, 341 MiB, 49 %, 0 %
41.78 W, 26 MiB, 49 %, 0 %
6.416818618774414
