power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.33 W, 22 MiB, 0 %, 0 %
40.32 W, 46 MiB, 0 %, 0 %
56.20 W, 421 MiB, 1 %, 0 %
61.21 W, 421 MiB, 1 %, 0 %
61.89 W, 421 MiB, 83 %, 5 %
61.79 W, 421 MiB, 100 %, 8 %
61.40 W, 421 MiB, 100 %, 8 %
61.40 W, 421 MiB, 100 %, 8 %
60.75 W, 421 MiB, 100 %, 8 %
60.36 W, 421 MiB, 100 %, 8 %
60.26 W, 421 MiB, 100 %, 7 %
59.87 W, 421 MiB, 100 %, 7 %
59.58 W, 421 MiB, 100 %, 8 %
59.19 W, 421 MiB, 100 %, 7 %
59.00 W, 421 MiB, 100 %, 7 %
58.42 W, 421 MiB, 100 %, 8 %
58.13 W, 421 MiB, 100 %, 8 %
57.74 W, 421 MiB, 100 %, 8 %
57.26 W, 421 MiB, 100 %, 7 %
56.68 W, 421 MiB, 100 %, 7 %
56.49 W, 421 MiB, 100 %, 6 %
56.00 W, 421 MiB, 100 %, 6 %
55.71 W, 421 MiB, 100 %, 6 %
55.13 W, 421 MiB, 100 %, 6 %
54.74 W, 421 MiB, 100 %, 6 %
54.47 W, 421 MiB, 100 %, 6 %
53.98 W, 421 MiB, 100 %, 6 %
53.31 W, 421 MiB, 100 %, 6 %
52.92 W, 421 MiB, 100 %, 5 %
52.53 W, 421 MiB, 100 %, 5 %
52.14 W, 421 MiB, 100 %, 5 %
51.27 W, 421 MiB, 100 %, 5 %
51.08 W, 421 MiB, 100 %, 5 %
50.59 W, 421 MiB, 100 %, 4 %
50.10 W, 421 MiB, 100 %, 4 %
49.43 W, 421 MiB, 100 %, 4 %
49.13 W, 421 MiB, 100 %, 4 %
48.75 W, 421 MiB, 100 %, 4 %
48.06 W, 421 MiB, 100 %, 4 %
47.40 W, 421 MiB, 100 %, 3 %
47.01 W, 421 MiB, 100 %, 3 %
46.52 W, 421 MiB, 100 %, 3 %
45.86 W, 421 MiB, 100 %, 3 %
45.38 W, 421 MiB, 100 %, 3 %
45.09 W, 421 MiB, 100 %, 2 %
44.40 W, 421 MiB, 100 %, 2 %
43.63 W, 421 MiB, 100 %, 2 %
42.85 W, 421 MiB, 100 %, 1 %
42.27 W, 421 MiB, 100 %, 1 %
41.59 W, 421 MiB, 100 %, 0 %
5.161261796951294
