power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.42 W, 22 MiB, 0 %, 0 %
27.33 W, 51 MiB, 0 %, 0 %
35.98 W, 339 MiB, 1 %, 0 %
36.65 W, 851 MiB, 2 %, 0 %
37.43 W, 1363 MiB, 2 %, 0 %
36.36 W, 1363 MiB, 34 %, 2 %
35.97 W, 1363 MiB, 19 %, 0 %
35.97 W, 1363 MiB, 19 %, 0 %
0.8290410041809082
