power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.33 W, 22 MiB, 0 %, 0 %
24.42 W, 46 MiB, 0 %, 0 %
53.60 W, 813 MiB, 3 %, 0 %
35.68 W, 343 MiB, 3 %, 0 %
35.68 W, 343 MiB, 29 %, 8 %
35.68 W, 343 MiB, 0 %, 0 %
35.68 W, 343 MiB, 0 %, 0 %
35.68 W, 343 MiB, 0 %, 0 %
35.68 W, 343 MiB, 0 %, 0 %
35.59 W, 343 MiB, 0 %, 0 %
35.68 W, 343 MiB, 0 %, 0 %
35.68 W, 343 MiB, 0 %, 0 %
35.68 W, 343 MiB, 0 %, 0 %
35.68 W, 343 MiB, 0 %, 0 %
35.68 W, 343 MiB, 0 %, 0 %
35.78 W, 324 MiB, 0 %, 0 %
1.6103157997131348
