power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.52 W, 22 MiB, 0 %, 0 %
40.52 W, 22 MiB, 0 %, 0 %
40.52 W, 22 MiB, 0 %, 0 %
40.53 W, 22 MiB, 0 %, 0 %
40.43 W, 22 MiB, 0 %, 0 %
40.52 W, 22 MiB, 0 %, 0 %
40.52 W, 22 MiB, 0 %, 0 %
40.62 W, 22 MiB, 0 %, 0 %
40.53 W, 22 MiB, 0 %, 0 %
40.52 W, 22 MiB, 0 %, 0 %
40.52 W, 22 MiB, 0 %, 0 %
40.52 W, 22 MiB, 0 %, 0 %
40.42 W, 46 MiB, 0 %, 0 %
70.66 W, 413 MiB, 2 %, 0 %
76.57 W, 413 MiB, 2 %, 0 %
74.25 W, 413 MiB, 90 %, 11 %
72.21 W, 413 MiB, 99 %, 11 %
70.29 W, 413 MiB, 99 %, 11 %
67.80 W, 413 MiB, 99 %, 10 %
66.24 W, 413 MiB, 99 %, 10 %
64.40 W, 413 MiB, 99 %, 8 %
62.40 W, 413 MiB, 99 %, 7 %
61.13 W, 413 MiB, 99 %, 7 %
59.20 W, 413 MiB, 99 %, 6 %
57.74 W, 413 MiB, 99 %, 5 %
56.58 W, 413 MiB, 99 %, 5 %
54.94 W, 413 MiB, 99 %, 4 %
53.79 W, 413 MiB, 99 %, 4 %
53.21 W, 413 MiB, 99 %, 3 %
51.27 W, 413 MiB, 99 %, 2 %
50.10 W, 413 MiB, 99 %, 2 %
49.33 W, 413 MiB, 98 %, 1 %
48.65 W, 413 MiB, 98 %, 1 %
48.07 W, 413 MiB, 99 %, 1 %
47.89 W, 413 MiB, 99 %, 0 %
47.50 W, 413 MiB, 99 %, 0 %
47.21 W, 413 MiB, 99 %, 0 %
46.93 W, 413 MiB, 99 %, 0 %
46.83 W, 413 MiB, 99 %, 0 %
43.14 W, 413 MiB, 99 %, 0 %
4.1240928173065186
