power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.72 W, 22 MiB, 0 %, 0 %
24.71 W, 34 MiB, 0 %, 0 %
24.71 W, 34 MiB, 0 %, 0 %
24.62 W, 34 MiB, 0 %, 0 %
24.71 W, 34 MiB, 0 %, 0 %
24.71 W, 34 MiB, 0 %, 0 %
24.71 W, 34 MiB, 0 %, 0 %
24.62 W, 34 MiB, 0 %, 0 %
24.62 W, 34 MiB, 0 %, 0 %
24.62 W, 34 MiB, 0 %, 0 %
24.71 W, 48 MiB, 0 %, 0 %
36.16 W, 819 MiB, 9 %, 0 %
42.07 W, 821 MiB, 9 %, 0 %
149.92 W, 821 MiB, 54 %, 48 %
155.81 W, 821 MiB, 54 %, 48 %
155.32 W, 821 MiB, 76 %, 73 %
151.53 W, 821 MiB, 67 %, 55 %
137.12 W, 821 MiB, 67 %, 55 %
98.67 W, 821 MiB, 78 %, 75 %
44.60 W, 821 MiB, 67 %, 54 %
48.55 W, 821 MiB, 67 %, 54 %
57.45 W, 821 MiB, 77 %, 73 %
165.10 W, 821 MiB, 77 %, 73 %
100.44 W, 821 MiB, 81 %, 81 %
165.67 W, 821 MiB, 81 %, 81 %
161.05 W, 821 MiB, 81 %, 81 %
79.34 W, 821 MiB, 81 %, 81 %
165.52 W, 821 MiB, 81 %, 81 %
45.65 W, 821 MiB, 81 %, 81 %
167.57 W, 821 MiB, 81 %, 81 %
147.15 W, 821 MiB, 81 %, 81 %
153.93 W, 821 MiB, 81 %, 80 %
164.21 W, 821 MiB, 81 %, 80 %
52.90 W, 821 MiB, 81 %, 80 %
167.31 W, 821 MiB, 81 %, 81 %
43.24 W, 339 MiB, 81 %, 81 %
3.6819193363189697
