power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.04 W, 22 MiB, 0 %, 0 %
40.13 W, 53 MiB, 0 %, 0 %
40.04 W, 397 MiB, 5 %, 0 %
40.14 W, 397 MiB, 5 %, 0 %
40.14 W, 397 MiB, 2 %, 0 %
40.04 W, 397 MiB, 0 %, 0 %
40.04 W, 397 MiB, 0 %, 0 %
40.14 W, 397 MiB, 0 %, 0 %
40.13 W, 3945 MiB, 0 %, 0 %
40.13 W, 3945 MiB, 0 %, 0 %
40.71 W, 3945 MiB, 13 %, 1 %
40.62 W, 3945 MiB, 13 %, 1 %
134.02 W, 3945 MiB, 40 %, 2 %
115.85 W, 3945 MiB, 90 %, 88 %
129.82 W, 3945 MiB, 90 %, 88 %
131.90 W, 3945 MiB, 98 %, 98 %
135.55 W, 3945 MiB, 98 %, 98 %
140.00 W, 3945 MiB, 98 %, 98 %
126.28 W, 3945 MiB, 98 %, 97 %
133.64 W, 3945 MiB, 98 %, 97 %
133.64 W, 3945 MiB, 98 %, 98 %
137.54 W, 3945 MiB, 98 %, 97 %
139.28 W, 3945 MiB, 98 %, 97 %
124.85 W, 3945 MiB, 97 %, 96 %
130.89 W, 3945 MiB, 97 %, 96 %
133.45 W, 3945 MiB, 97 %, 96 %
135.16 W, 3945 MiB, 96 %, 96 %
140.20 W, 3945 MiB, 96 %, 96 %
119.13 W, 3945 MiB, 97 %, 96 %
128.38 W, 3945 MiB, 97 %, 96 %
132.52 W, 3945 MiB, 97 %, 96 %
128.90 W, 3945 MiB, 97 %, 96 %
137.74 W, 3945 MiB, 97 %, 96 %
140.58 W, 3945 MiB, 97 %, 96 %
123.83 W, 3945 MiB, 98 %, 98 %
130.69 W, 3945 MiB, 98 %, 98 %
133.16 W, 3945 MiB, 97 %, 96 %
134.12 W, 3945 MiB, 97 %, 96 %
139.28 W, 3945 MiB, 98 %, 97 %
118.07 W, 3945 MiB, 98 %, 96 %
129.54 W, 3945 MiB, 98 %, 96 %
132.87 W, 3945 MiB, 98 %, 97 %
133.54 W, 3945 MiB, 98 %, 98 %
135.65 W, 3945 MiB, 98 %, 98 %
140.00 W, 3945 MiB, 98 %, 97 %
121.71 W, 3945 MiB, 98 %, 97 %
130.26 W, 3945 MiB, 98 %, 96 %
133.42 W, 3945 MiB, 98 %, 97 %
132.22 W, 3945 MiB, 98 %, 97 %
137.64 W, 3945 MiB, 98 %, 97 %
140.49 W, 3945 MiB, 98 %, 97 %
122.19 W, 3945 MiB, 98 %, 97 %
131.61 W, 3945 MiB, 98 %, 98 %
133.35 W, 3945 MiB, 98 %, 98 %
128.60 W, 3945 MiB, 98 %, 97 %
137.83 W, 3945 MiB, 98 %, 97 %
140.78 W, 3945 MiB, 98 %, 97 %
124.45 W, 3945 MiB, 98 %, 97 %
129.98 W, 3945 MiB, 98 %, 97 %
132.68 W, 3945 MiB, 98 %, 97 %
129.14 W, 3945 MiB, 98 %, 97 %
136.51 W, 3945 MiB, 98 %, 97 %
140.49 W, 3945 MiB, 98 %, 96 %
122.92 W, 3945 MiB, 98 %, 96 %
131.23 W, 3945 MiB, 98 %, 97 %
131.90 W, 3945 MiB, 98 %, 97 %
132.10 W, 3945 MiB, 98 %, 97 %
137.11 W, 3945 MiB, 99 %, 99 %
140.58 W, 3945 MiB, 98 %, 97 %
123.78 W, 3945 MiB, 98 %, 97 %
131.71 W, 3945 MiB, 98 %, 97 %
132.67 W, 3945 MiB, 98 %, 97 %
133.97 W, 3945 MiB, 98 %, 96 %
137.93 W, 3945 MiB, 98 %, 97 %
140.87 W, 3945 MiB, 98 %, 97 %
125.61 W, 3945 MiB, 98 %, 97 %
130.75 W, 3945 MiB, 98 %, 97 %
132.87 W, 3945 MiB, 98 %, 96 %
129.63 W, 3945 MiB, 98 %, 97 %
138.12 W, 3945 MiB, 98 %, 97 %
140.78 W, 3945 MiB, 98 %, 97 %
126.45 W, 3945 MiB, 99 %, 98 %
132.48 W, 3945 MiB, 99 %, 98 %
132.77 W, 3945 MiB, 99 %, 98 %
131.04 W, 3945 MiB, 99 %, 98 %
138.56 W, 3945 MiB, 98 %, 97 %
140.58 W, 3945 MiB, 98 %, 96 %
126.19 W, 3945 MiB, 98 %, 96 %
130.75 W, 3945 MiB, 98 %, 97 %
132.00 W, 3945 MiB, 98 %, 97 %
124.69 W, 3945 MiB, 98 %, 96 %
135.35 W, 3945 MiB, 96 %, 94 %
140.05 W, 3945 MiB, 96 %, 94 %
117.83 W, 3945 MiB, 97 %, 95 %
126.86 W, 3945 MiB, 96 %, 95 %
131.71 W, 3945 MiB, 96 %, 95 %
133.06 W, 3945 MiB, 98 %, 98 %
128.28 W, 3945 MiB, 98 %, 98 %
45.08 W, 25 MiB, 97 %, 95 %
10.11254620552063
