power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.91 W, 22 MiB, 0 %, 0 %
41.01 W, 55 MiB, 0 %, 0 %
40.82 W, 397 MiB, 7 %, 1 %
40.91 W, 397 MiB, 7 %, 1 %
40.91 W, 397 MiB, 0 %, 0 %
41.01 W, 397 MiB, 0 %, 0 %
40.91 W, 397 MiB, 0 %, 0 %
40.91 W, 397 MiB, 0 %, 0 %
40.91 W, 397 MiB, 0 %, 0 %
40.91 W, 397 MiB, 0 %, 0 %
40.91 W, 5521 MiB, 0 %, 0 %
41.01 W, 5521 MiB, 0 %, 0 %
40.82 W, 5521 MiB, 0 %, 0 %
41.98 W, 5521 MiB, 31 %, 2 %
41.87 W, 5521 MiB, 31 %, 2 %
134.80 W, 5521 MiB, 72 %, 26 %
132.96 W, 5521 MiB, 72 %, 26 %
132.87 W, 5521 MiB, 97 %, 98 %
131.66 W, 5521 MiB, 96 %, 96 %
122.51 W, 5521 MiB, 96 %, 96 %
140.68 W, 5521 MiB, 98 %, 99 %
139.52 W, 5521 MiB, 98 %, 99 %
132.29 W, 5521 MiB, 98 %, 99 %
134.12 W, 5521 MiB, 97 %, 96 %
133.35 W, 5521 MiB, 97 %, 96 %
127.93 W, 5521 MiB, 98 %, 99 %
120.31 W, 5521 MiB, 98 %, 99 %
140.15 W, 5521 MiB, 98 %, 99 %
136.13 W, 5521 MiB, 96 %, 96 %
135.08 W, 5521 MiB, 96 %, 96 %
133.74 W, 5521 MiB, 98 %, 98 %
131.32 W, 5521 MiB, 97 %, 98 %
115.49 W, 5521 MiB, 97 %, 98 %
140.82 W, 5521 MiB, 97 %, 97 %
138.32 W, 5521 MiB, 97 %, 98 %
134.70 W, 5521 MiB, 97 %, 98 %
133.25 W, 5521 MiB, 97 %, 96 %
130.98 W, 5521 MiB, 97 %, 96 %
115.11 W, 5521 MiB, 98 %, 98 %
140.68 W, 5521 MiB, 98 %, 98 %
137.45 W, 5521 MiB, 98 %, 98 %
134.89 W, 5521 MiB, 96 %, 95 %
132.87 W, 5521 MiB, 96 %, 95 %
129.47 W, 5521 MiB, 98 %, 98 %
114.13 W, 5521 MiB, 98 %, 98 %
140.05 W, 5521 MiB, 98 %, 98 %
133.54 W, 5521 MiB, 97 %, 95 %
132.96 W, 5521 MiB, 98 %, 99 %
131.61 W, 5521 MiB, 98 %, 99 %
123.47 W, 5521 MiB, 98 %, 97 %
141.35 W, 5521 MiB, 98 %, 97 %
138.77 W, 5521 MiB, 97 %, 95 %
134.31 W, 5521 MiB, 98 %, 98 %
133.16 W, 5521 MiB, 98 %, 98 %
129.85 W, 5521 MiB, 98 %, 98 %
112.47 W, 5521 MiB, 98 %, 98 %
139.81 W, 5521 MiB, 97 %, 95 %
131.62 W, 5521 MiB, 98 %, 98 %
132.91 W, 5521 MiB, 98 %, 98 %
132.43 W, 5521 MiB, 98 %, 97 %
120.77 W, 5521 MiB, 97 %, 96 %
140.77 W, 5521 MiB, 97 %, 96 %
136.97 W, 5521 MiB, 98 %, 98 %
134.51 W, 5521 MiB, 98 %, 98 %
133.64 W, 5521 MiB, 98 %, 97 %
126.38 W, 5521 MiB, 98 %, 99 %
141.64 W, 5521 MiB, 98 %, 99 %
139.09 W, 5521 MiB, 97 %, 95 %
132.17 W, 5521 MiB, 97 %, 95 %
133.35 W, 5521 MiB, 98 %, 98 %
130.14 W, 5521 MiB, 98 %, 99 %
110.19 W, 5521 MiB, 98 %, 99 %
140.53 W, 5521 MiB, 97 %, 95 %
132.22 W, 5521 MiB, 98 %, 98 %
134.02 W, 5521 MiB, 98 %, 98 %
131.75 W, 5521 MiB, 98 %, 98 %
118.45 W, 5521 MiB, 98 %, 98 %
140.77 W, 5521 MiB, 96 %, 95 %
135.28 W, 5521 MiB, 98 %, 98 %
133.06 W, 5521 MiB, 98 %, 98 %
132.96 W, 5521 MiB, 98 %, 97 %
124.47 W, 5521 MiB, 98 %, 97 %
141.35 W, 5521 MiB, 97 %, 95 %
138.03 W, 5521 MiB, 98 %, 98 %
133.93 W, 5521 MiB, 98 %, 98 %
132.33 W, 5521 MiB, 98 %, 97 %
