power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.23 W, 22 MiB, 0 %, 0 %
40.33 W, 51 MiB, 0 %, 0 %
40.32 W, 355 MiB, 3 %, 0 %
40.32 W, 381 MiB, 3 %, 0 %
40.33 W, 2255 MiB, 3 %, 0 %
41.39 W, 2407 MiB, 13 %, 1 %
40.53 W, 2417 MiB, 13 %, 1 %
43.53 W, 2417 MiB, 87 %, 3 %
43.14 W, 2417 MiB, 87 %, 3 %
42.75 W, 2417 MiB, 100 %, 1 %
40.53 W, 2439 MiB, 100 %, 1 %
40.53 W, 2459 MiB, 100 %, 1 %
44.79 W, 2477 MiB, 8 %, 0 %
1.3335676193237305
