power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.82 W, 22 MiB, 0 %, 0 %
40.72 W, 22 MiB, 0 %, 0 %
40.82 W, 22 MiB, 0 %, 0 %
40.82 W, 22 MiB, 0 %, 0 %
40.72 W, 22 MiB, 0 %, 0 %
40.81 W, 46 MiB, 0 %, 0 %
135.35 W, 439 MiB, 0 %, 0 %
168.52 W, 439 MiB, 42 %, 1 %
168.19 W, 439 MiB, 42 %, 1 %
169.38 W, 439 MiB, 100 %, 2 %
169.58 W, 439 MiB, 100 %, 2 %
167.88 W, 439 MiB, 100 %, 2 %
168.09 W, 439 MiB, 100 %, 2 %
168.28 W, 439 MiB, 100 %, 2 %
168.19 W, 439 MiB, 100 %, 2 %
168.25 W, 439 MiB, 100 %, 2 %
168.32 W, 439 MiB, 100 %, 2 %
165.55 W, 439 MiB, 100 %, 2 %
168.64 W, 439 MiB, 100 %, 2 %
168.62 W, 439 MiB, 100 %, 2 %
168.62 W, 439 MiB, 100 %, 2 %
168.71 W, 439 MiB, 100 %, 2 %
168.54 W, 439 MiB, 100 %, 2 %
165.75 W, 439 MiB, 100 %, 2 %
168.57 W, 439 MiB, 100 %, 2 %
168.62 W, 439 MiB, 100 %, 2 %
168.74 W, 439 MiB, 100 %, 2 %
168.81 W, 439 MiB, 100 %, 2 %
168.90 W, 439 MiB, 100 %, 2 %
168.83 W, 439 MiB, 100 %, 2 %
145.28 W, 439 MiB, 100 %, 2 %
138.44 W, 439 MiB, 100 %, 2 %
138.32 W, 439 MiB, 100 %, 2 %
138.39 W, 439 MiB, 100 %, 2 %
138.24 W, 439 MiB, 100 %, 2 %
138.08 W, 439 MiB, 100 %, 2 %
138.08 W, 439 MiB, 100 %, 2 %
138.05 W, 439 MiB, 100 %, 2 %
138.01 W, 439 MiB, 100 %, 2 %
137.94 W, 439 MiB, 100 %, 2 %
138.03 W, 439 MiB, 100 %, 2 %
137.93 W, 439 MiB, 100 %, 2 %
138.05 W, 439 MiB, 100 %, 2 %
138.13 W, 439 MiB, 100 %, 2 %
95.30 W, 439 MiB, 100 %, 1 %
53.50 W, 439 MiB, 100 %, 1 %
42.95 W, 439 MiB, 100 %, 1 %
42.75 W, 439 MiB, 100 %, 1 %
42.66 W, 439 MiB, 100 %, 0 %
42.66 W, 439 MiB, 100 %, 0 %
5.1643757820129395
