power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.04 W, 22 MiB, 0 %, 0 %
40.04 W, 51 MiB, 0 %, 0 %
40.04 W, 415 MiB, 3 %, 0 %
40.03 W, 415 MiB, 3 %, 0 %
40.03 W, 415 MiB, 2 %, 0 %
40.04 W, 415 MiB, 7 %, 1 %
40.04 W, 415 MiB, 7 %, 1 %
42.74 W, 415 MiB, 7 %, 1 %
50.30 W, 415 MiB, 5 %, 0 %
46.64 W, 415 MiB, 5 %, 0 %
43.92 W, 415 MiB, 5 %, 0 %
42.56 W, 415 MiB, 5 %, 0 %
41.59 W, 415 MiB, 7 %, 1 %
41.01 W, 415 MiB, 7 %, 1 %
40.62 W, 415 MiB, 7 %, 1 %
40.42 W, 415 MiB, 3 %, 0 %
40.33 W, 415 MiB, 3 %, 0 %
40.23 W, 415 MiB, 7 %, 1 %
40.13 W, 415 MiB, 7 %, 1 %
39.94 W, 415 MiB, 7 %, 1 %
40.03 W, 415 MiB, 7 %, 1 %
40.03 W, 415 MiB, 3 %, 0 %
40.03 W, 415 MiB, 3 %, 0 %
40.13 W, 415 MiB, 7 %, 1 %
50.20 W, 415 MiB, 7 %, 1 %
50.30 W, 415 MiB, 7 %, 1 %
46.43 W, 415 MiB, 3 %, 0 %
44.02 W, 415 MiB, 3 %, 0 %
42.66 W, 415 MiB, 7 %, 1 %
41.78 W, 415 MiB, 7 %, 1 %
41.20 W, 415 MiB, 7 %, 1 %
40.81 W, 415 MiB, 7 %, 1 %
40.52 W, 415 MiB, 7 %, 1 %
40.42 W, 415 MiB, 3 %, 0 %
40.33 W, 415 MiB, 7 %, 1 %
40.23 W, 415 MiB, 7 %, 1 %
40.13 W, 415 MiB, 7 %, 1 %
40.03 W, 415 MiB, 7 %, 1 %
40.03 W, 415 MiB, 3 %, 0 %
40.04 W, 415 MiB, 7 %, 1 %
40.04 W, 415 MiB, 7 %, 1 %
40.04 W, 415 MiB, 7 %, 1 %
44.49 W, 415 MiB, 7 %, 1 %
50.59 W, 415 MiB, 6 %, 0 %
47.30 W, 415 MiB, 4 %, 0 %
45.09 W, 415 MiB, 4 %, 0 %
43.24 W, 415 MiB, 7 %, 1 %
41.78 W, 415 MiB, 7 %, 1 %
41.20 W, 415 MiB, 7 %, 1 %
40.81 W, 415 MiB, 3 %, 0 %
40.62 W, 415 MiB, 3 %, 0 %
40.42 W, 415 MiB, 7 %, 1 %
40.33 W, 415 MiB, 7 %, 1 %
40.23 W, 415 MiB, 7 %, 1 %
40.23 W, 415 MiB, 4 %, 0 %
