power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.53 W, 22 MiB, 0 %, 0 %
40.52 W, 34 MiB, 0 %, 0 %
40.52 W, 34 MiB, 0 %, 0 %
40.52 W, 34 MiB, 0 %, 0 %
40.53 W, 34 MiB, 0 %, 0 %
40.52 W, 34 MiB, 0 %, 0 %
40.52 W, 34 MiB, 0 %, 0 %
40.52 W, 34 MiB, 0 %, 0 %
40.52 W, 46 MiB, 0 %, 0 %
41.69 W, 739 MiB, 0 %, 0 %
44.21 W, 741 MiB, 24 %, 13 %
58.42 W, 741 MiB, 62 %, 58 %
50.30 W, 741 MiB, 62 %, 58 %
52.88 W, 741 MiB, 73 %, 66 %
117.54 W, 741 MiB, 73 %, 66 %
153.89 W, 741 MiB, 69 %, 58 %
173.54 W, 741 MiB, 69 %, 58 %
186.52 W, 741 MiB, 69 %, 58 %
163.07 W, 741 MiB, 75 %, 68 %
69.95 W, 741 MiB, 75 %, 68 %
157.77 W, 741 MiB, 79 %, 76 %
165.86 W, 741 MiB, 84 %, 86 %
140.39 W, 741 MiB, 84 %, 86 %
73.28 W, 741 MiB, 84 %, 86 %
166.33 W, 741 MiB, 84 %, 86 %
157.74 W, 741 MiB, 84 %, 86 %
52.14 W, 741 MiB, 84 %, 86 %
166.29 W, 741 MiB, 84 %, 86 %
163.69 W, 741 MiB, 82 %, 82 %
45.57 W, 339 MiB, 77 %, 72 %
3.080782413482666
