power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.52 W, 22 MiB, 0 %, 0 %
26.07 W, 48 MiB, 0 %, 0 %
38.77 W, 691 MiB, 0 %, 0 %
42.85 W, 561 MiB, 50 %, 6 %
43.24 W, 561 MiB, 93 %, 10 %
43.92 W, 691 MiB, 93 %, 10 %
43.53 W, 561 MiB, 84 %, 8 %
43.43 W, 561 MiB, 84 %, 8 %
43.82 W, 561 MiB, 69 %, 7 %
43.73 W, 561 MiB, 60 %, 6 %
43.34 W, 561 MiB, 60 %, 6 %
44.41 W, 561 MiB, 52 %, 6 %
43.82 W, 561 MiB, 50 %, 6 %
44.50 W, 561 MiB, 50 %, 6 %
43.34 W, 561 MiB, 46 %, 5 %
43.24 W, 561 MiB, 46 %, 5 %
44.60 W, 561 MiB, 44 %, 5 %
42.36 W, 561 MiB, 41 %, 5 %
45.47 W, 691 MiB, 41 %, 5 %
42.17 W, 561 MiB, 38 %, 5 %
43.34 W, 561 MiB, 38 %, 5 %
45.18 W, 561 MiB, 37 %, 5 %
42.95 W, 561 MiB, 36 %, 5 %
42.07 W, 561 MiB, 36 %, 5 %
45.76 W, 691 MiB, 34 %, 5 %
45.85 W, 691 MiB, 34 %, 5 %
42.27 W, 561 MiB, 34 %, 5 %
43.14 W, 561 MiB, 32 %, 5 %
44.99 W, 561 MiB, 32 %, 5 %
42.46 W, 561 MiB, 33 %, 5 %
44.79 W, 561 MiB, 31 %, 5 %
42.37 W, 561 MiB, 31 %, 5 %
45.96 W, 691 MiB, 29 %, 5 %
46.24 W, 689 MiB, 29 %, 5 %
45.85 W, 561 MiB, 30 %, 5 %
45.07 W, 561 MiB, 28 %, 4 %
46.04 W, 561 MiB, 28 %, 4 %
46.24 W, 691 MiB, 28 %, 4 %
41.98 W, 561 MiB, 28 %, 5 %
43.24 W, 561 MiB, 28 %, 5 %
45.85 W, 561 MiB, 27 %, 4 %
41.78 W, 561 MiB, 27 %, 4 %
44.21 W, 561 MiB, 27 %, 4 %
41.78 W, 561 MiB, 25 %, 4 %
45.28 W, 561 MiB, 25 %, 4 %
42.37 W, 561 MiB, 27 %, 5 %
47.48 W, 691 MiB, 27 %, 5 %
45.86 W, 561 MiB, 25 %, 4 %
43.63 W, 561 MiB, 25 %, 4 %
42.46 W, 561 MiB, 25 %, 4 %
41.88 W, 561 MiB, 24 %, 4 %
41.59 W, 561 MiB, 26 %, 5 %
41.49 W, 561 MiB, 26 %, 5 %
41.49 W, 561 MiB, 22 %, 4 %
41.69 W, 561 MiB, 22 %, 4 %
41.88 W, 561 MiB, 26 %, 5 %
42.56 W, 561 MiB, 22 %, 4 %
43.43 W, 561 MiB, 22 %, 4 %
45.28 W, 561 MiB, 23 %, 4 %
47.30 W, 689 MiB, 23 %, 4 %
41.59 W, 561 MiB, 25 %, 4 %
42.85 W, 561 MiB, 23 %, 4 %
45.57 W, 561 MiB, 23 %, 4 %
41.20 W, 561 MiB, 23 %, 4 %
43.14 W, 561 MiB, 22 %, 4 %
47.01 W, 561 MiB, 22 %, 4 %
41.59 W, 561 MiB, 21 %, 4 %
44.50 W, 561 MiB, 21 %, 4 %
41.39 W, 561 MiB, 22 %, 4 %
44.41 W, 561 MiB, 24 %, 4 %
41.49 W, 561 MiB, 24 %, 4 %
45.09 W, 561 MiB, 23 %, 4 %
41.69 W, 561 MiB, 23 %, 4 %
46.51 W, 561 MiB, 19 %, 4 %
42.66 W, 561 MiB, 23 %, 5 %
41.20 W, 561 MiB, 23 %, 5 %
46.24 W, 561 MiB, 19 %, 4 %
43.24 W, 561 MiB, 22 %, 4 %
41.69 W, 561 MiB, 22 %, 4 %
48.65 W, 691 MiB, 22 %, 4 %
46.04 W, 561 MiB, 22 %, 4 %
43.43 W, 561 MiB, 20 %, 4 %
42.17 W, 561 MiB, 20 %, 4 %
41.30 W, 561 MiB, 20 %, 4 %
48.85 W, 691 MiB, 21 %, 4 %
47.98 W, 561 MiB, 21 %, 4 %
45.67 W, 561 MiB, 21 %, 4 %
43.63 W, 561 MiB, 21 %, 4 %
42.95 W, 561 MiB, 21 %, 4 %
42.56 W, 561 MiB, 20 %, 4 %
