power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.43 W, 22 MiB, 0 %, 0 %
40.52 W, 34 MiB, 0 %, 0 %
40.71 W, 339 MiB, 0 %, 0 %
58.81 W, 771 MiB, 39 %, 6 %
54.09 W, 771 MiB, 39 %, 6 %
53.89 W, 771 MiB, 100 %, 18 %
53.67 W, 771 MiB, 100 %, 18 %
53.70 W, 771 MiB, 100 %, 18 %
53.99 W, 771 MiB, 100 %, 18 %
53.79 W, 771 MiB, 100 %, 18 %
53.60 W, 771 MiB, 100 %, 18 %
53.70 W, 771 MiB, 100 %, 18 %
53.79 W, 771 MiB, 100 %, 18 %
53.69 W, 771 MiB, 100 %, 18 %
53.60 W, 771 MiB, 100 %, 18 %
53.50 W, 771 MiB, 100 %, 18 %
53.41 W, 771 MiB, 100 %, 17 %
53.50 W, 771 MiB, 100 %, 17 %
53.50 W, 771 MiB, 100 %, 17 %
53.31 W, 771 MiB, 100 %, 17 %
53.31 W, 771 MiB, 100 %, 17 %
53.31 W, 771 MiB, 100 %, 17 %
53.31 W, 771 MiB, 100 %, 17 %
53.41 W, 771 MiB, 100 %, 17 %
53.39 W, 771 MiB, 100 %, 17 %
53.31 W, 771 MiB, 100 %, 17 %
53.21 W, 771 MiB, 100 %, 17 %
52.92 W, 771 MiB, 100 %, 17 %
52.82 W, 771 MiB, 100 %, 17 %
52.92 W, 771 MiB, 100 %, 17 %
52.92 W, 771 MiB, 100 %, 17 %
52.92 W, 771 MiB, 100 %, 17 %
53.02 W, 771 MiB, 100 %, 17 %
52.92 W, 771 MiB, 100 %, 17 %
52.82 W, 771 MiB, 100 %, 17 %
52.82 W, 771 MiB, 100 %, 17 %
52.82 W, 771 MiB, 100 %, 17 %
52.82 W, 771 MiB, 100 %, 17 %
52.63 W, 771 MiB, 100 %, 16 %
52.63 W, 771 MiB, 100 %, 16 %
52.63 W, 771 MiB, 100 %, 16 %
52.53 W, 771 MiB, 100 %, 16 %
52.44 W, 771 MiB, 100 %, 16 %
52.44 W, 771 MiB, 100 %, 16 %
52.34 W, 771 MiB, 100 %, 16 %
52.24 W, 771 MiB, 100 %, 16 %
52.24 W, 771 MiB, 100 %, 16 %
52.24 W, 771 MiB, 100 %, 16 %
52.24 W, 771 MiB, 100 %, 16 %
52.24 W, 771 MiB, 100 %, 16 %
52.05 W, 771 MiB, 100 %, 16 %
52.05 W, 771 MiB, 100 %, 16 %
51.95 W, 771 MiB, 100 %, 15 %
52.05 W, 771 MiB, 100 %, 15 %
52.05 W, 771 MiB, 100 %, 15 %
51.76 W, 771 MiB, 100 %, 15 %
51.95 W, 771 MiB, 100 %, 15 %
51.76 W, 771 MiB, 100 %, 15 %
51.85 W, 771 MiB, 100 %, 15 %
51.76 W, 771 MiB, 100 %, 15 %
51.66 W, 771 MiB, 100 %, 15 %
51.66 W, 771 MiB, 100 %, 15 %
51.66 W, 771 MiB, 100 %, 15 %
51.66 W, 771 MiB, 100 %, 15 %
51.76 W, 771 MiB, 100 %, 15 %
51.66 W, 771 MiB, 100 %, 15 %
51.56 W, 771 MiB, 100 %, 15 %
51.46 W, 771 MiB, 100 %, 15 %
51.46 W, 771 MiB, 100 %, 15 %
51.46 W, 771 MiB, 100 %, 15 %
51.46 W, 771 MiB, 100 %, 15 %
51.56 W, 771 MiB, 100 %, 15 %
51.27 W, 771 MiB, 100 %, 14 %
51.17 W, 771 MiB, 100 %, 14 %
51.08 W, 771 MiB, 100 %, 14 %
51.17 W, 771 MiB, 100 %, 14 %
51.17 W, 771 MiB, 100 %, 14 %
50.98 W, 771 MiB, 100 %, 14 %
50.98 W, 771 MiB, 100 %, 14 %
50.98 W, 771 MiB, 100 %, 14 %
50.88 W, 771 MiB, 100 %, 14 %
50.78 W, 771 MiB, 100 %, 14 %
50.98 W, 771 MiB, 100 %, 14 %
50.88 W, 771 MiB, 100 %, 14 %
50.78 W, 771 MiB, 100 %, 14 %
50.59 W, 771 MiB, 100 %, 14 %
50.69 W, 771 MiB, 100 %, 14 %
50.69 W, 771 MiB, 100 %, 14 %
50.59 W, 771 MiB, 100 %, 13 %
50.59 W, 771 MiB, 100 %, 13 %
50.49 W, 771 MiB, 100 %, 13 %
50.69 W, 771 MiB, 100 %, 13 %
50.40 W, 771 MiB, 100 %, 13 %
50.30 W, 771 MiB, 100 %, 13 %
50.30 W, 771 MiB, 100 %, 13 %
50.30 W, 771 MiB, 100 %, 13 %
50.10 W, 771 MiB, 100 %, 13 %
50.20 W, 771 MiB, 100 %, 13 %
50.10 W, 771 MiB, 100 %, 13 %
50.01 W, 771 MiB, 100 %, 13 %
50.01 W, 771 MiB, 100 %, 13 %
50.20 W, 771 MiB, 100 %, 13 %
50.01 W, 771 MiB, 100 %, 13 %
49.91 W, 771 MiB, 100 %, 13 %
49.91 W, 771 MiB, 100 %, 13 %
49.91 W, 771 MiB, 100 %, 13 %
49.81 W, 771 MiB, 100 %, 13 %
49.72 W, 771 MiB, 100 %, 13 %
49.81 W, 771 MiB, 100 %, 13 %
49.62 W, 771 MiB, 100 %, 12 %
49.62 W, 771 MiB, 100 %, 12 %
49.62 W, 771 MiB, 100 %, 12 %
49.52 W, 771 MiB, 100 %, 12 %
49.62 W, 771 MiB, 100 %, 12 %
49.42 W, 771 MiB, 100 %, 12 %
49.42 W, 771 MiB, 100 %, 12 %
