power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
38.68 W, 22 MiB, 0 %, 0 %
38.67 W, 55 MiB, 0 %, 0 %
38.67 W, 647 MiB, 3 %, 0 %
60.13 W, 647 MiB, 3 %, 0 %
46.12 W, 647 MiB, 40 %, 6 %
39.84 W, 647 MiB, 43 %, 6 %
39.84 W, 647 MiB, 43 %, 6 %
45.64 W, 647 MiB, 22 %, 6 %
39.84 W, 647 MiB, 22 %, 6 %
51.05 W, 647 MiB, 25 %, 5 %
40.42 W, 647 MiB, 35 %, 12 %
42.05 W, 647 MiB, 35 %, 12 %
96.50 W, 647 MiB, 23 %, 13 %
40.42 W, 647 MiB, 23 %, 13 %
40.52 W, 647 MiB, 21 %, 11 %
41.39 W, 647 MiB, 45 %, 22 %
40.42 W, 647 MiB, 45 %, 22 %
40.81 W, 647 MiB, 16 %, 4 %
75.75 W, 647 MiB, 22 %, 7 %
40.32 W, 647 MiB, 22 %, 7 %
40.71 W, 647 MiB, 36 %, 21 %
40.51 W, 647 MiB, 36 %, 21 %
41.09 W, 647 MiB, 20 %, 10 %
2.3724937438964844
