power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.52 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.33 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.33 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.52 W, 48 MiB, 0 %, 0 %
34.91 W, 339 MiB, 3 %, 0 %
35.39 W, 339 MiB, 3 %, 0 %
35.30 W, 339 MiB, 0 %, 0 %
35.30 W, 339 MiB, 0 %, 0 %
35.30 W, 339 MiB, 0 %, 0 %
35.30 W, 339 MiB, 0 %, 0 %
35.20 W, 339 MiB, 0 %, 0 %
35.30 W, 339 MiB, 0 %, 0 %
35.30 W, 339 MiB, 0 %, 0 %
35.30 W, 339 MiB, 0 %, 0 %
35.59 W, 483 MiB, 0 %, 0 %
35.30 W, 483 MiB, 8 %, 0 %
35.39 W, 473 MiB, 8 %, 0 %
35.39 W, 473 MiB, 3 %, 1 %
44.08 W, 473 MiB, 10 %, 3 %
37.71 W, 473 MiB, 10 %, 3 %
35.39 W, 473 MiB, 20 %, 6 %
46.83 W, 473 MiB, 20 %, 6 %
35.39 W, 473 MiB, 27 %, 8 %
45.25 W, 473 MiB, 10 %, 3 %
40.71 W, 473 MiB, 10 %, 3 %
35.39 W, 473 MiB, 25 %, 7 %
45.54 W, 473 MiB, 25 %, 7 %
35.49 W, 473 MiB, 22 %, 7 %
44.97 W, 473 MiB, 10 %, 3 %
45.16 W, 473 MiB, 10 %, 3 %
