power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.91 W, 22 MiB, 0 %, 0 %
24.91 W, 22 MiB, 0 %, 0 %
25.01 W, 22 MiB, 0 %, 0 %
26.36 W, 48 MiB, 0 %, 0 %
36.44 W, 1077 MiB, 2 %, 0 %
36.83 W, 1077 MiB, 37 %, 2 %
100.78 W, 1077 MiB, 37 %, 2 %
109.74 W, 1077 MiB, 95 %, 61 %
107.29 W, 1077 MiB, 95 %, 61 %
107.87 W, 1077 MiB, 100 %, 61 %
108.04 W, 1077 MiB, 100 %, 60 %
108.64 W, 1077 MiB, 100 %, 60 %
108.52 W, 1077 MiB, 100 %, 60 %
108.87 W, 1077 MiB, 100 %, 60 %
109.10 W, 1077 MiB, 100 %, 61 %
106.71 W, 1077 MiB, 100 %, 61 %
108.23 W, 1077 MiB, 100 %, 61 %
108.62 W, 1077 MiB, 100 %, 60 %
108.64 W, 1077 MiB, 100 %, 61 %
106.81 W, 1077 MiB, 100 %, 61 %
108.06 W, 1077 MiB, 100 %, 60 %
108.97 W, 1077 MiB, 100 %, 60 %
107.68 W, 1077 MiB, 100 %, 60 %
108.39 W, 1077 MiB, 100 %, 60 %
108.25 W, 1077 MiB, 100 %, 60 %
107.87 W, 1077 MiB, 100 %, 61 %
108.91 W, 1077 MiB, 100 %, 61 %
109.19 W, 1077 MiB, 100 %, 60 %
109.65 W, 1077 MiB, 100 %, 60 %
108.72 W, 1077 MiB, 100 %, 60 %
109.26 W, 1077 MiB, 100 %, 61 %
108.43 W, 1077 MiB, 100 %, 61 %
109.84 W, 1077 MiB, 100 %, 61 %
107.68 W, 1077 MiB, 100 %, 61 %
107.77 W, 1077 MiB, 100 %, 61 %
107.87 W, 1077 MiB, 100 %, 60 %
107.96 W, 1077 MiB, 100 %, 60 %
107.00 W, 1077 MiB, 100 %, 60 %
108.41 W, 1077 MiB, 100 %, 60 %
109.16 W, 1077 MiB, 100 %, 60 %
108.58 W, 1077 MiB, 100 %, 61 %
108.35 W, 1077 MiB, 100 %, 61 %
108.91 W, 1077 MiB, 100 %, 61 %
108.58 W, 1077 MiB, 100 %, 61 %
108.33 W, 1077 MiB, 100 %, 60 %
108.26 W, 1077 MiB, 100 %, 60 %
108.97 W, 1077 MiB, 100 %, 60 %
107.39 W, 1077 MiB, 100 %, 60 %
108.35 W, 1077 MiB, 100 %, 61 %
108.97 W, 1077 MiB, 100 %, 60 %
108.32 W, 1077 MiB, 100 %, 60 %
108.16 W, 1077 MiB, 100 %, 60 %
107.96 W, 1077 MiB, 100 %, 60 %
109.16 W, 1077 MiB, 100 %, 60 %
107.77 W, 1077 MiB, 100 %, 61 %
107.87 W, 1077 MiB, 100 %, 61 %
109.16 W, 1077 MiB, 100 %, 60 %
108.68 W, 1077 MiB, 100 %, 61 %
107.85 W, 1077 MiB, 100 %, 61 %
108.23 W, 1077 MiB, 100 %, 61 %
108.87 W, 1077 MiB, 100 %, 61 %
107.93 W, 1077 MiB, 100 %, 61 %
108.23 W, 1077 MiB, 100 %, 60 %
108.43 W, 1077 MiB, 100 %, 60 %
108.06 W, 1077 MiB, 100 %, 61 %
107.94 W, 1077 MiB, 100 %, 61 %
107.71 W, 1077 MiB, 100 %, 60 %
109.07 W, 1077 MiB, 100 %, 60 %
109.07 W, 1077 MiB, 100 %, 60 %
109.45 W, 1077 MiB, 100 %, 61 %
108.78 W, 1077 MiB, 100 %, 61 %
108.72 W, 1077 MiB, 100 %, 61 %
107.68 W, 1077 MiB, 100 %, 61 %
107.68 W, 1077 MiB, 100 %, 61 %
107.29 W, 1077 MiB, 100 %, 60 %
108.16 W, 1077 MiB, 100 %, 61 %
108.52 W, 1077 MiB, 100 %, 61 %
108.49 W, 1077 MiB, 100 %, 60 %
108.16 W, 1077 MiB, 100 %, 60 %
108.52 W, 1077 MiB, 100 %, 61 %
108.74 W, 1077 MiB, 100 %, 60 %
109.45 W, 1077 MiB, 100 %, 60 %
108.35 W, 1077 MiB, 100 %, 61 %
108.45 W, 1077 MiB, 100 %, 61 %
109.07 W, 1077 MiB, 100 %, 61 %
109.16 W, 1077 MiB, 100 %, 61 %
107.77 W, 1077 MiB, 100 %, 61 %
109.16 W, 1077 MiB, 100 %, 61 %
108.64 W, 1077 MiB, 100 %, 61 %
107.68 W, 1077 MiB, 100 %, 61 %
107.77 W, 1077 MiB, 100 %, 60 %
108.62 W, 1077 MiB, 100 %, 60 %
108.35 W, 1077 MiB, 100 %, 60 %
107.87 W, 1077 MiB, 100 %, 61 %
108.78 W, 1077 MiB, 100 %, 61 %
108.87 W, 1077 MiB, 100 %, 61 %
109.45 W, 1077 MiB, 100 %, 61 %
108.90 W, 1077 MiB, 100 %, 61 %
109.07 W, 1077 MiB, 100 %, 61 %
108.33 W, 1077 MiB, 100 %, 61 %
108.16 W, 1077 MiB, 100 %, 61 %
109.20 W, 1077 MiB, 100 %, 60 %
108.06 W, 1077 MiB, 100 %, 60 %
107.77 W, 1077 MiB, 100 %, 61 %
108.78 W, 1077 MiB, 100 %, 60 %
108.45 W, 1077 MiB, 100 %, 60 %
107.87 W, 1077 MiB, 100 %, 61 %
107.10 W, 1077 MiB, 100 %, 61 %
109.20 W, 1077 MiB, 100 %, 60 %
108.61 W, 1077 MiB, 100 %, 61 %
109.01 W, 1077 MiB, 100 %, 61 %
108.58 W, 1077 MiB, 100 %, 61 %
108.72 W, 1077 MiB, 100 %, 61 %
107.77 W, 1077 MiB, 100 %, 61 %
108.26 W, 1077 MiB, 100 %, 61 %
109.16 W, 1077 MiB, 100 %, 61 %
107.58 W, 1077 MiB, 100 %, 61 %
108.16 W, 1077 MiB, 100 %, 61 %
108.45 W, 1077 MiB, 100 %, 61 %
107.87 W, 1077 MiB, 100 %, 61 %
108.45 W, 1077 MiB, 100 %, 61 %
108.52 W, 1077 MiB, 100 %, 61 %
108.55 W, 1077 MiB, 100 %, 61 %
108.87 W, 1077 MiB, 100 %, 61 %
109.74 W, 1077 MiB, 100 %, 61 %
108.64 W, 1077 MiB, 100 %, 61 %
108.72 W, 1077 MiB, 100 %, 61 %
108.14 W, 1077 MiB, 100 %, 61 %
108.41 W, 1077 MiB, 100 %, 61 %
109.16 W, 1077 MiB, 100 %, 61 %
