power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
26.37 W, 22 MiB, 0 %, 0 %
26.37 W, 34 MiB, 0 %, 0 %
26.36 W, 46 MiB, 0 %, 0 %
38.09 W, 1107 MiB, 0 %, 0 %
117.23 W, 1107 MiB, 20 %, 1 %
144.24 W, 1107 MiB, 20 %, 1 %
172.36 W, 1107 MiB, 82 %, 25 %
172.74 W, 1107 MiB, 100 %, 34 %
175.82 W, 1107 MiB, 100 %, 34 %
176.02 W, 1107 MiB, 100 %, 34 %
176.11 W, 1107 MiB, 100 %, 34 %
176.21 W, 1107 MiB, 100 %, 34 %
176.21 W, 1107 MiB, 100 %, 34 %
176.40 W, 1107 MiB, 100 %, 34 %
176.30 W, 1107 MiB, 100 %, 34 %
176.40 W, 1107 MiB, 100 %, 34 %
176.50 W, 1107 MiB, 100 %, 34 %
176.50 W, 1107 MiB, 100 %, 34 %
173.60 W, 1107 MiB, 100 %, 34 %
176.69 W, 1107 MiB, 100 %, 34 %
176.59 W, 1107 MiB, 100 %, 35 %
175.98 W, 1107 MiB, 100 %, 35 %
176.59 W, 1107 MiB, 100 %, 34 %
176.50 W, 1107 MiB, 100 %, 34 %
176.69 W, 1107 MiB, 100 %, 34 %
176.78 W, 1107 MiB, 100 %, 34 %
176.69 W, 1107 MiB, 100 %, 34 %
176.78 W, 1107 MiB, 100 %, 34 %
176.78 W, 1107 MiB, 100 %, 34 %
176.69 W, 1107 MiB, 100 %, 34 %
176.78 W, 1107 MiB, 100 %, 34 %
176.78 W, 1107 MiB, 100 %, 35 %
176.79 W, 1107 MiB, 100 %, 35 %
176.98 W, 1107 MiB, 100 %, 34 %
176.78 W, 1107 MiB, 100 %, 34 %
175.34 W, 1107 MiB, 100 %, 34 %
176.78 W, 1107 MiB, 100 %, 34 %
176.78 W, 1107 MiB, 100 %, 34 %
176.69 W, 1107 MiB, 100 %, 34 %
176.88 W, 1107 MiB, 100 %, 34 %
176.98 W, 1107 MiB, 100 %, 34 %
176.88 W, 1107 MiB, 100 %, 34 %
176.88 W, 1107 MiB, 100 %, 34 %
176.78 W, 1107 MiB, 100 %, 35 %
177.26 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
176.98 W, 1107 MiB, 100 %, 34 %
175.34 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
176.69 W, 1107 MiB, 100 %, 34 %
176.88 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
177.26 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 35 %
175.12 W, 1107 MiB, 100 %, 35 %
177.26 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 34 %
176.78 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 34 %
177.07 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 34 %
177.26 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 35 %
177.36 W, 1107 MiB, 100 %, 34 %
177.26 W, 1107 MiB, 100 %, 34 %
174.41 W, 1107 MiB, 100 %, 34 %
177.26 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 34 %
176.98 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 34 %
177.26 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 34 %
177.36 W, 1107 MiB, 100 %, 34 %
177.46 W, 1107 MiB, 100 %, 35 %
177.26 W, 1107 MiB, 100 %, 35 %
177.26 W, 1107 MiB, 100 %, 34 %
177.17 W, 1107 MiB, 100 %, 34 %
177.26 W, 1107 MiB, 100 %, 34 %
177.26 W, 1107 MiB, 100 %, 34 %
174.66 W, 1107 MiB, 100 %, 34 %
177.46 W, 1107 MiB, 100 %, 34 %
177.26 W, 1107 MiB, 100 %, 35 %
