power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.52 W, 22 MiB, 0 %, 0 %
26.36 W, 48 MiB, 0 %, 0 %
36.07 W, 531 MiB, 3 %, 0 %
57.15 W, 531 MiB, 3 %, 0 %
39.45 W, 531 MiB, 54 %, 8 %
47.97 W, 531 MiB, 28 %, 6 %
78.26 W, 531 MiB, 28 %, 6 %
39.84 W, 531 MiB, 22 %, 8 %
65.81 W, 531 MiB, 22 %, 8 %
53.86 W, 531 MiB, 26 %, 14 %
42.07 W, 531 MiB, 33 %, 14 %
48.16 W, 531 MiB, 33 %, 14 %
48.65 W, 531 MiB, 19 %, 6 %
41.88 W, 531 MiB, 19 %, 6 %
63.91 W, 531 MiB, 25 %, 13 %
41.20 W, 26 MiB, 26 %, 14 %
1.5653438568115234
