power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
39.84 W, 22 MiB, 0 %, 0 %
39.75 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.74 W, 22 MiB, 0 %, 0 %
39.84 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.76 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.86 W, 22 MiB, 0 %, 0 %
39.74 W, 46 MiB, 0 %, 0 %
40.62 W, 1735 MiB, 0 %, 0 %
40.62 W, 1735 MiB, 17 %, 1 %
40.33 W, 1735 MiB, 37 %, 2 %
158.27 W, 1735 MiB, 37 %, 2 %
192.86 W, 1735 MiB, 63 %, 2 %
193.25 W, 1735 MiB, 63 %, 2 %
193.44 W, 1735 MiB, 100 %, 3 %
95.28 W, 1735 MiB, 100 %, 3 %
40.23 W, 1735 MiB, 100 %, 3 %
40.04 W, 1735 MiB, 34 %, 1 %
40.04 W, 1735 MiB, 34 %, 1 %
40.04 W, 1735 MiB, 0 %, 0 %
40.04 W, 1735 MiB, 0 %, 0 %
40.04 W, 1735 MiB, 0 %, 0 %
39.94 W, 1735 MiB, 0 %, 0 %
3.197679042816162
