power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.03 W, 22 MiB, 0 %, 0 %
40.23 W, 51 MiB, 0 %, 0 %
40.23 W, 539 MiB, 3 %, 0 %
40.25 W, 539 MiB, 3 %, 0 %
40.13 W, 539 MiB, 5 %, 0 %
40.13 W, 539 MiB, 0 %, 0 %
40.23 W, 539 MiB, 0 %, 0 %
40.23 W, 539 MiB, 0 %, 0 %
40.23 W, 539 MiB, 0 %, 0 %
45.67 W, 539 MiB, 0 %, 0 %
115.29 W, 539 MiB, 26 %, 18 %
40.33 W, 539 MiB, 26 %, 18 %
51.27 W, 539 MiB, 36 %, 24 %
129.96 W, 539 MiB, 50 %, 27 %
70.66 W, 539 MiB, 50 %, 27 %
41.01 W, 539 MiB, 42 %, 28 %
42.37 W, 539 MiB, 42 %, 28 %
48.36 W, 539 MiB, 30 %, 19 %
132.23 W, 539 MiB, 35 %, 23 %
40.52 W, 539 MiB, 35 %, 23 %
2.020641326904297
