power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.33 W, 22 MiB, 0 %, 0 %
40.43 W, 53 MiB, 0 %, 0 %
46.92 W, 341 MiB, 0 %, 0 %
52.82 W, 341 MiB, 48 %, 0 %
46.33 W, 341 MiB, 100 %, 0 %
43.24 W, 341 MiB, 100 %, 0 %
43.34 W, 341 MiB, 100 %, 0 %
55.43 W, 341 MiB, 100 %, 0 %
49.81 W, 341 MiB, 100 %, 0 %
44.89 W, 341 MiB, 100 %, 0 %
42.56 W, 341 MiB, 100 %, 0 %
49.04 W, 341 MiB, 100 %, 0 %
53.68 W, 341 MiB, 100 %, 0 %
46.81 W, 341 MiB, 100 %, 0 %
43.53 W, 341 MiB, 100 %, 0 %
42.85 W, 341 MiB, 100 %, 0 %
54.84 W, 341 MiB, 100 %, 0 %
49.52 W, 341 MiB, 100 %, 0 %
44.79 W, 341 MiB, 100 %, 0 %
42.56 W, 341 MiB, 100 %, 0 %
47.49 W, 341 MiB, 100 %, 0 %
54.55 W, 341 MiB, 100 %, 0 %
47.31 W, 341 MiB, 100 %, 0 %
43.82 W, 341 MiB, 100 %, 0 %
43.24 W, 341 MiB, 100 %, 0 %
55.52 W, 341 MiB, 100 %, 0 %
49.81 W, 341 MiB, 100 %, 0 %
45.08 W, 341 MiB, 100 %, 0 %
42.75 W, 341 MiB, 100 %, 0 %
47.29 W, 341 MiB, 100 %, 0 %
54.75 W, 341 MiB, 100 %, 0 %
46.52 W, 341 MiB, 100 %, 0 %
43.43 W, 341 MiB, 100 %, 0 %
43.53 W, 341 MiB, 100 %, 0 %
56.10 W, 341 MiB, 100 %, 0 %
49.33 W, 341 MiB, 100 %, 0 %
44.60 W, 341 MiB, 100 %, 0 %
42.56 W, 341 MiB, 100 %, 0 %
50.49 W, 341 MiB, 100 %, 0 %
52.82 W, 341 MiB, 100 %, 0 %
46.42 W, 341 MiB, 100 %, 0 %
43.43 W, 341 MiB, 100 %, 0 %
43.24 W, 341 MiB, 100 %, 0 %
55.90 W, 341 MiB, 100 %, 0 %
47.87 W, 341 MiB, 100 %, 0 %
44.02 W, 341 MiB, 100 %, 0 %
42.27 W, 341 MiB, 100 %, 0 %
4.838230848312378
