power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.33 W, 22 MiB, 0 %, 0 %
24.33 W, 34 MiB, 0 %, 0 %
24.42 W, 34 MiB, 0 %, 0 %
24.42 W, 34 MiB, 0 %, 0 %
24.42 W, 34 MiB, 0 %, 0 %
24.33 W, 34 MiB, 0 %, 0 %
24.32 W, 34 MiB, 0 %, 0 %
24.42 W, 34 MiB, 0 %, 0 %
24.42 W, 34 MiB, 0 %, 0 %
24.33 W, 34 MiB, 0 %, 0 %
24.33 W, 34 MiB, 0 %, 0 %
24.42 W, 34 MiB, 0 %, 0 %
29.47 W, 55 MiB, 0 %, 0 %
35.10 W, 387 MiB, 0 %, 0 %
35.10 W, 387 MiB, 6 %, 0 %
35.10 W, 387 MiB, 0 %, 0 %
35.20 W, 387 MiB, 0 %, 0 %
35.10 W, 387 MiB, 0 %, 0 %
35.20 W, 387 MiB, 0 %, 0 %
35.10 W, 387 MiB, 0 %, 0 %
35.10 W, 387 MiB, 0 %, 0 %
35.10 W, 387 MiB, 0 %, 0 %
35.20 W, 387 MiB, 0 %, 0 %
35.20 W, 387 MiB, 0 %, 0 %
35.20 W, 333 MiB, 0 %, 0 %
2.5165624618530273
