power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
39.84 W, 22 MiB, 0 %, 0 %
39.84 W, 22 MiB, 0 %, 0 %
39.84 W, 22 MiB, 0 %, 0 %
39.84 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.75 W, 22 MiB, 0 %, 0 %
39.84 W, 22 MiB, 0 %, 0 %
39.94 W, 34 MiB, 0 %, 0 %
39.94 W, 51 MiB, 0 %, 0 %
40.13 W, 617 MiB, 5 %, 0 %
40.03 W, 617 MiB, 5 %, 0 %
40.03 W, 617 MiB, 96 %, 0 %
40.13 W, 617 MiB, 100 %, 0 %
40.03 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.91 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.91 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.91 W, 617 MiB, 100 %, 0 %
40.91 W, 617 MiB, 100 %, 0 %
40.91 W, 617 MiB, 100 %, 0 %
40.91 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.91 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.81 W, 617 MiB, 100 %, 0 %
40.91 W, 617 MiB, 100 %, 0 %
40.52 W, 617 MiB, 100 %, 0 %
40.52 W, 617 MiB, 100 %, 0 %
40.52 W, 617 MiB, 100 %, 0 %
40.52 W, 617 MiB, 100 %, 0 %
40.52 W, 617 MiB, 100 %, 0 %
40.33 W, 617 MiB, 92 %, 0 %
39.94 W, 617 MiB, 92 %, 0 %
39.94 W, 363 MiB, 10 %, 1 %
39.85 W, 363 MiB, 10 %, 1 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.84 W, 363 MiB, 0 %, 0 %
39.84 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.84 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.84 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.84 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.84 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.84 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.84 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
39.94 W, 363 MiB, 0 %, 0 %
7.49954628944397
