power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
39.75 W, 22 MiB, 0 %, 0 %
39.65 W, 34 MiB, 0 %, 0 %
39.84 W, 57 MiB, 0 %, 0 %
52.23 W, 423 MiB, 2 %, 0 %
58.49 W, 505 MiB, 54 %, 14 %
52.82 W, 423 MiB, 54 %, 14 %
57.61 W, 505 MiB, 55 %, 14 %
51.37 W, 423 MiB, 55 %, 14 %
64.98 W, 505 MiB, 55 %, 14 %
53.77 W, 423 MiB, 61 %, 16 %
62.95 W, 423 MiB, 61 %, 16 %
49.91 W, 423 MiB, 69 %, 19 %
56.57 W, 423 MiB, 70 %, 19 %
65.65 W, 505 MiB, 70 %, 19 %
50.59 W, 423 MiB, 70 %, 18 %
51.37 W, 423 MiB, 70 %, 18 %
69.50 W, 505 MiB, 64 %, 16 %
60.05 W, 423 MiB, 79 %, 21 %
51.85 W, 423 MiB, 79 %, 21 %
65.37 W, 423 MiB, 78 %, 20 %
54.83 W, 423 MiB, 78 %, 20 %
40.81 W, 343 MiB, 80 %, 21 %
2.210118293762207
