power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
39.86 W, 22 MiB, 0 %, 0 %
39.84 W, 34 MiB, 0 %, 0 %
39.84 W, 57 MiB, 0 %, 0 %
53.19 W, 423 MiB, 0 %, 0 %
45.94 W, 423 MiB, 44 %, 10 %
56.57 W, 423 MiB, 44 %, 10 %
47.19 W, 423 MiB, 56 %, 16 %
55.81 W, 423 MiB, 56 %, 14 %
47.68 W, 423 MiB, 56 %, 14 %
54.45 W, 423 MiB, 55 %, 14 %
46.32 W, 423 MiB, 55 %, 14 %
56.29 W, 423 MiB, 55 %, 15 %
46.80 W, 423 MiB, 56 %, 15 %
55.22 W, 423 MiB, 56 %, 15 %
46.32 W, 423 MiB, 55 %, 14 %
56.28 W, 423 MiB, 55 %, 15 %
45.65 W, 423 MiB, 55 %, 15 %
54.35 W, 423 MiB, 56 %, 15 %
52.80 W, 505 MiB, 56 %, 15 %
52.61 W, 423 MiB, 55 %, 14 %
64.01 W, 505 MiB, 55 %, 14 %
52.14 W, 423 MiB, 55 %, 14 %
62.07 W, 505 MiB, 57 %, 15 %
51.08 W, 423 MiB, 57 %, 15 %
63.06 W, 505 MiB, 55 %, 14 %
40.42 W, 330 MiB, 54 %, 14 %
2.603567361831665
