power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.52 W, 22 MiB, 0 %, 0 %
26.17 W, 48 MiB, 0 %, 0 %
47.49 W, 343 MiB, 8 %, 0 %
45.47 W, 341 MiB, 8 %, 0 %
51.56 W, 341 MiB, 54 %, 0 %
50.78 W, 343 MiB, 52 %, 0 %
54.94 W, 343 MiB, 52 %, 0 %
56.10 W, 343 MiB, 50 %, 0 %
55.43 W, 343 MiB, 50 %, 0 %
55.06 W, 343 MiB, 52 %, 0 %
52.05 W, 343 MiB, 54 %, 0 %
52.92 W, 341 MiB, 54 %, 0 %
52.34 W, 341 MiB, 52 %, 0 %
51.37 W, 341 MiB, 52 %, 0 %
49.14 W, 341 MiB, 53 %, 0 %
52.14 W, 343 MiB, 53 %, 0 %
52.82 W, 341 MiB, 53 %, 0 %
48.75 W, 341 MiB, 51 %, 0 %
55.04 W, 343 MiB, 52 %, 0 %
53.79 W, 341 MiB, 52 %, 0 %
55.06 W, 343 MiB, 55 %, 0 %
52.53 W, 341 MiB, 55 %, 0 %
56.22 W, 343 MiB, 54 %, 0 %
53.79 W, 343 MiB, 53 %, 0 %
50.11 W, 341 MiB, 53 %, 0 %
55.74 W, 343 MiB, 52 %, 0 %
56.68 W, 343 MiB, 52 %, 0 %
2.7730820178985596
