power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.52 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.43 W, 22 MiB, 0 %, 0 %
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 46 MiB, 0 %, 0 %
35.00 W, 339 MiB, 0 %, 0 %
35.30 W, 339 MiB, 3 %, 0 %
35.39 W, 339 MiB, 3 %, 0 %
35.30 W, 339 MiB, 0 %, 0 %
35.30 W, 339 MiB, 0 %, 0 %
35.49 W, 411 MiB, 0 %, 0 %
36.27 W, 407 MiB, 4 %, 0 %
35.88 W, 407 MiB, 4 %, 0 %
37.72 W, 407 MiB, 3 %, 1 %
37.13 W, 407 MiB, 5 %, 1 %
42.27 W, 407 MiB, 5 %, 1 %
39.94 W, 407 MiB, 18 %, 5 %
42.56 W, 407 MiB, 19 %, 5 %
38.99 W, 407 MiB, 19 %, 5 %
36.95 W, 407 MiB, 19 %, 5 %
42.85 W, 407 MiB, 19 %, 5 %
39.55 W, 407 MiB, 19 %, 5 %
36.55 W, 407 MiB, 17 %, 5 %
42.66 W, 407 MiB, 17 %, 5 %
41.00 W, 407 MiB, 15 %, 4 %
38.78 W, 407 MiB, 15 %, 4 %
42.56 W, 407 MiB, 19 %, 5 %
41.20 W, 407 MiB, 15 %, 4 %
36.93 W, 407 MiB, 15 %, 4 %
37.51 W, 407 MiB, 18 %, 5 %
41.20 W, 407 MiB, 17 %, 5 %
41.88 W, 407 MiB, 17 %, 5 %
41.88 W, 407 MiB, 17 %, 5 %
39.46 W, 407 MiB, 17 %, 5 %
37.71 W, 407 MiB, 18 %, 5 %
36.73 W, 407 MiB, 17 %, 4 %
38.77 W, 407 MiB, 17 %, 4 %
36.37 W, 409 MiB, 17 %, 4 %
37.14 W, 409 MiB, 17 %, 4 %
38.88 W, 409 MiB, 16 %, 3 %
39.08 W, 409 MiB, 16 %, 3 %
37.33 W, 409 MiB, 16 %, 3 %
38.20 W, 411 MiB, 16 %, 3 %
36.17 W, 411 MiB, 15 %, 3 %
37.42 W, 411 MiB, 15 %, 3 %
38.01 W, 411 MiB, 15 %, 3 %
37.72 W, 411 MiB, 15 %, 3 %
37.13 W, 411 MiB, 15 %, 3 %
37.71 W, 411 MiB, 16 %, 3 %
37.61 W, 411 MiB, 16 %, 3 %
38.11 W, 411 MiB, 15 %, 2 %
37.13 W, 411 MiB, 15 %, 2 %
38.20 W, 411 MiB, 14 %, 2 %
36.85 W, 407 MiB, 17 %, 3 %
37.14 W, 411 MiB, 17 %, 3 %
38.01 W, 411 MiB, 14 %, 2 %
38.19 W, 411 MiB, 18 %, 3 %
37.23 W, 411 MiB, 18 %, 3 %
37.14 W, 411 MiB, 14 %, 2 %
35.39 W, 407 MiB, 14 %, 2 %
35.59 W, 339 MiB, 7 %, 1 %
6.994485378265381
