power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
39.94 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.84 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.94 W, 22 MiB, 0 %, 0 %
39.85 W, 22 MiB, 0 %, 0 %
39.94 W, 24 MiB, 0 %, 0 %
40.13 W, 87 MiB, 0 %, 0 %
40.71 W, 10229 MiB, 2 %, 0 %
40.71 W, 10229 MiB, 35 %, 2 %
40.62 W, 10229 MiB, 35 %, 2 %
40.71 W, 10229 MiB, 37 %, 2 %
40.81 W, 10229 MiB, 37 %, 2 %
40.71 W, 10229 MiB, 37 %, 2 %
40.71 W, 10229 MiB, 37 %, 2 %
40.71 W, 10229 MiB, 37 %, 2 %
40.71 W, 10229 MiB, 37 %, 2 %
40.71 W, 10229 MiB, 37 %, 2 %
40.62 W, 10229 MiB, 37 %, 2 %
40.52 W, 10229 MiB, 37 %, 2 %
40.52 W, 10229 MiB, 44 %, 2 %
40.52 W, 10229 MiB, 44 %, 2 %
40.52 W, 10229 MiB, 45 %, 2 %
40.52 W, 10229 MiB, 45 %, 2 %
40.52 W, 10229 MiB, 45 %, 2 %
40.62 W, 10229 MiB, 45 %, 2 %
40.52 W, 10229 MiB, 45 %, 2 %
40.52 W, 10229 MiB, 45 %, 2 %
59.16 W, 10229 MiB, 45 %, 2 %
100.98 W, 10229 MiB, 49 %, 6 %
3.894993543624878
