power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
39.65 W, 22 MiB, 0 %, 0 %
39.64 W, 34 MiB, 0 %, 0 %
39.64 W, 34 MiB, 0 %, 0 %
39.55 W, 34 MiB, 0 %, 0 %
39.74 W, 87 MiB, 0 %, 0 %
40.52 W, 1797 MiB, 20 %, 1 %
40.33 W, 1797 MiB, 20 %, 1 %
39.94 W, 1797 MiB, 44 %, 3 %
40.23 W, 1797 MiB, 44 %, 3 %
39.75 W, 1797 MiB, 21 %, 1 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.64 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.65 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
39.84 W, 1797 MiB, 0 %, 0 %
39.75 W, 1797 MiB, 0 %, 0 %
42.85 W, 333 MiB, 0 %, 0 %
9.83757209777832
