power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.42 W, 22 MiB, 0 %, 0 %
24.42 W, 48 MiB, 0 %, 0 %
35.49 W, 1615 MiB, 0 %, 0 %
35.68 W, 1615 MiB, 3 %, 0 %
35.68 W, 1615 MiB, 0 %, 0 %
35.68 W, 1615 MiB, 0 %, 0 %
35.68 W, 1615 MiB, 0 %, 0 %
35.68 W, 1615 MiB, 0 %, 0 %
35.68 W, 1615 MiB, 0 %, 0 %
35.68 W, 1615 MiB, 0 %, 0 %
35.68 W, 1615 MiB, 0 %, 0 %
35.68 W, 1615 MiB, 0 %, 0 %
35.68 W, 1621 MiB, 0 %, 0 %
35.68 W, 1641 MiB, 0 %, 0 %
35.78 W, 1661 MiB, 3 %, 0 %
63.92 W, 2179 MiB, 3 %, 0 %
37.43 W, 1919 MiB, 31 %, 8 %
38.79 W, 2177 MiB, 43 %, 4 %
39.46 W, 2177 MiB, 43 %, 4 %
39.66 W, 2177 MiB, 0 %, 0 %
39.65 W, 2177 MiB, 0 %, 0 %
39.66 W, 2177 MiB, 0 %, 0 %
39.66 W, 2177 MiB, 0 %, 0 %
39.65 W, 2177 MiB, 0 %, 0 %
39.65 W, 2177 MiB, 0 %, 0 %
39.66 W, 2177 MiB, 0 %, 0 %
39.65 W, 2177 MiB, 0 %, 0 %
40.33 W, 2433 MiB, 0 %, 0 %
40.33 W, 2433 MiB, 0 %, 0 %
40.23 W, 1661 MiB, 31 %, 8 %
39.65 W, 1661 MiB, 36 %, 4 %
39.65 W, 1661 MiB, 36 %, 4 %
39.65 W, 1661 MiB, 0 %, 0 %
39.65 W, 1661 MiB, 0 %, 0 %
39.65 W, 1661 MiB, 0 %, 0 %
39.65 W, 1661 MiB, 0 %, 0 %
39.65 W, 1661 MiB, 0 %, 0 %
39.65 W, 1661 MiB, 0 %, 0 %
39.65 W, 1661 MiB, 0 %, 0 %
40.23 W, 1917 MiB, 0 %, 0 %
40.52 W, 1917 MiB, 19 %, 6 %
41.49 W, 25 MiB, 19 %, 6 %
4.245933532714844
