power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
24.33 W, 22 MiB, 0 %, 0 %
24.32 W, 34 MiB, 0 %, 0 %
24.33 W, 34 MiB, 0 %, 0 %
24.32 W, 34 MiB, 0 %, 0 %
24.42 W, 34 MiB, 0 %, 0 %
24.51 W, 46 MiB, 0 %, 0 %
35.88 W, 351 MiB, 0 %, 0 %
35.98 W, 351 MiB, 4 %, 0 %
35.98 W, 351 MiB, 4 %, 0 %
35.98 W, 351 MiB, 0 %, 0 %
35.98 W, 351 MiB, 0 %, 0 %
35.98 W, 351 MiB, 0 %, 0 %
35.97 W, 351 MiB, 0 %, 0 %
35.98 W, 351 MiB, 0 %, 0 %
35.98 W, 351 MiB, 0 %, 0 %
35.97 W, 339 MiB, 0 %, 0 %
1.6214368343353271
