power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
40.62 W, 22 MiB, 0 %, 0 %
40.62 W, 51 MiB, 0 %, 0 %
41.10 W, 831 MiB, 1 %, 0 %
40.62 W, 831 MiB, 15 %, 1 %
40.62 W, 831 MiB, 15 %, 1 %
40.71 W, 831 MiB, 0 %, 0 %
40.62 W, 831 MiB, 0 %, 0 %
57.64 W, 831 MiB, 0 %, 0 %
40.81 W, 831 MiB, 50 %, 44 %
40.91 W, 831 MiB, 50 %, 44 %
140.01 W, 831 MiB, 12 %, 0 %
41.01 W, 831 MiB, 51 %, 44 %
40.91 W, 831 MiB, 51 %, 44 %
119.43 W, 831 MiB, 13 %, 1 %
121.17 W, 831 MiB, 13 %, 1 %
41.68 W, 831 MiB, 100 %, 49 %
41.49 W, 831 MiB, 32 %, 7 %
129.47 W, 831 MiB, 32 %, 7 %
42.56 W, 831 MiB, 50 %, 41 %
41.49 W, 831 MiB, 50 %, 41 %
116.91 W, 831 MiB, 25 %, 5 %
44.79 W, 831 MiB, 52 %, 45 %
41.30 W, 831 MiB, 52 %, 45 %
87.71 W, 831 MiB, 22 %, 1 %
48.75 W, 831 MiB, 52 %, 45 %
41.39 W, 831 MiB, 52 %, 45 %
118.07 W, 831 MiB, 19 %, 1 %
42.75 W, 831 MiB, 19 %, 1 %
41.49 W, 831 MiB, 51 %, 44 %
125.81 W, 831 MiB, 19 %, 5 %
61.61 W, 831 MiB, 19 %, 5 %
40.91 W, 831 MiB, 77 %, 41 %
40.71 W, 831 MiB, 77 %, 41 %
3.373204469680786
