app,metric,errorType
bitcracker5,stall_memory_throttle,overflowed
bitcracker5,stall_not_selected,overflowed
bitcracker5,ipc,overflowed
bitcracker5,issued_ipc,overflowed
bitcracker5,issue_slot_utilization,overflowed
bitcracker5,sm_efficiency,overflowed
bitcracker5,achieved_occupancy,overflowed
bitcracker5,eligible_warps_per_cycle,overflowed
bitcracker5,shared_utilization,overflowed
bitcracker5,l2_utilization,overflowed
bitcracker5,tex_utilization,Internal profiling error
bitcracker5,ldst_fu_utilization,overflowed
bitcracker5,cf_fu_utilization,overflowed
bitcracker5,tex_fu_utilization,overflowed
bitcracker5,special_fu_utilization,overflowed
bitcracker5,half_precision_fu_utilization,overflowed
bitcracker5,single_precision_fu_utilization,overflowed
bitcracker5,double_precision_fu_utilization,overflowed
bitcracker5,flop_hp_efficiency,overflowed
bitcracker5,flop_sp_efficiency,overflowed
bitcracker5,flop_dp_efficiency,overflowed
bitcracker6,shared_store_transactions,non-zero
bitcracker6,local_hit_rate,non-zero
bitcracker6,gst_requested_throughput,non-zero
bitcracker6,tex_cache_hit_rate,overflowed
bitcracker6,tex_cache_throughput,overflowed
bitcracker6,l2_write_throughput,non-zero
bitcracker6,tex_cache_transactions,overflowed
bitcracker6,stall_constant_memory_dependency,non-zero
bitcracker6,inst_integer,No enough kernels
bitcracker6,atomic_transactions_per_request,non-zero
bitcracker6,ipc,overflowed
bitcracker6,issued_ipc,overflowed
bitcracker6,issue_slot_utilization,overflowed
bitcracker6,sm_efficiency,overflowed
bitcracker6,achieved_occupancy,overflowed
bitcracker6,eligible_warps_per_cycle,overflowed
bitcracker6,shared_utilization,overflowed
bitcracker6,l2_utilization,overflowed
bitcracker6,tex_utilization,Internal profiling error
bitcracker6,ldst_fu_utilization,overflowed
bitcracker6,cf_fu_utilization,overflowed
bitcracker6,tex_fu_utilization,overflowed
bitcracker6,special_fu_utilization,overflowed
bitcracker6,half_precision_fu_utilization,non-zero
bitcracker6,single_precision_fu_utilization,overflowed
bitcracker6,double_precision_fu_utilization,overflowed
bitcracker6,flop_hp_efficiency,overflowed
bitcracker6,flop_sp_efficiency,overflowed
bitcracker6,flop_dp_efficiency,overflowed
bitcracker7,shared_store_transactions,non-zero
bitcracker7,local_hit_rate,non-zero
bitcracker7,gst_requested_throughput,non-zero
bitcracker7,tex_cache_hit_rate,overflowed
bitcracker7,tex_cache_throughput,overflowed
bitcracker7,l2_write_throughput,non-zero
bitcracker7,tex_cache_transactions,overflowed
bitcracker7,stall_constant_memory_dependency,non-zero
bitcracker7,inst_integer,No enough kernels
bitcracker7,atomic_transactions_per_request,non-zero
bitcracker7,ipc,overflowed
bitcracker7,issued_ipc,overflowed
bitcracker7,issue_slot_utilization,overflowed
bitcracker7,sm_efficiency,overflowed
bitcracker7,achieved_occupancy,overflowed
bitcracker7,eligible_warps_per_cycle,overflowed
bitcracker7,shared_utilization,overflowed
bitcracker7,l2_utilization,overflowed
bitcracker7,tex_utilization,Internal profiling error
bitcracker7,ldst_fu_utilization,overflowed
bitcracker7,cf_fu_utilization,overflowed
bitcracker7,tex_fu_utilization,overflowed
bitcracker7,special_fu_utilization,overflowed
bitcracker7,half_precision_fu_utilization,non-zero
bitcracker7,single_precision_fu_utilization,overflowed
bitcracker7,double_precision_fu_utilization,overflowed
bitcracker7,flop_hp_efficiency,overflowed
bitcracker7,flop_sp_efficiency,overflowed
bitcracker7,flop_dp_efficiency,overflowed
bitcracker8,gst_requested_throughput,non-zero
bitcracker8,tex_cache_hit_rate,overflowed
bitcracker8,tex_cache_throughput,overflowed
bitcracker8,l2_write_throughput,non-zero
bitcracker8,tex_cache_transactions,overflowed
bitcracker8,stall_constant_memory_dependency,non-zero
bitcracker8,inst_integer,No enough kernels
bitcracker8,atomic_transactions_per_request,non-zero
bitcracker8,ipc,overflowed
bitcracker8,issued_ipc,overflowed
bitcracker8,issue_slot_utilization,overflowed
bitcracker8,sm_efficiency,overflowed
bitcracker8,achieved_occupancy,overflowed
bitcracker8,eligible_warps_per_cycle,overflowed
bitcracker8,shared_utilization,overflowed
bitcracker8,l2_utilization,overflowed
bitcracker8,tex_utilization,Internal profiling error
bitcracker8,ldst_fu_utilization,overflowed
bitcracker8,cf_fu_utilization,overflowed
bitcracker8,tex_fu_utilization,overflowed
bitcracker8,special_fu_utilization,overflowed
bitcracker8,half_precision_fu_utilization,non-zero
bitcracker8,single_precision_fu_utilization,overflowed
bitcracker8,double_precision_fu_utilization,overflowed
bitcracker8,flop_hp_efficiency,overflowed
bitcracker8,flop_sp_efficiency,overflowed
bitcracker8,flop_dp_efficiency,overflowed
bitcracker9,shared_store_transactions,non-zero
bitcracker9,gst_requested_throughput,non-zero
bitcracker9,tex_cache_hit_rate,overflowed
bitcracker9,tex_cache_throughput,overflowed
bitcracker9,l2_write_throughput,non-zero
bitcracker9,tex_cache_transactions,overflowed
bitcracker9,inst_integer,No enough kernels
bitcracker9,atomic_transactions_per_request,non-zero
bitcracker9,ipc,overflowed
bitcracker9,issued_ipc,overflowed
bitcracker9,issue_slot_utilization,overflowed
bitcracker9,sm_efficiency,overflowed
bitcracker9,achieved_occupancy,overflowed
bitcracker9,eligible_warps_per_cycle,overflowed
bitcracker9,shared_utilization,overflowed
bitcracker9,l2_utilization,overflowed
bitcracker9,tex_utilization,Internal profiling error
bitcracker9,ldst_fu_utilization,overflowed
bitcracker9,cf_fu_utilization,overflowed
bitcracker9,tex_fu_utilization,overflowed
bitcracker9,special_fu_utilization,overflowed
bitcracker9,half_precision_fu_utilization,non-zero
bitcracker9,single_precision_fu_utilization,overflowed
bitcracker9,double_precision_fu_utilization,overflowed
bitcracker9,flop_hp_efficiency,overflowed
bitcracker9,flop_sp_efficiency,overflowed
bitcracker9,flop_dp_efficiency,overflowed
bitcracker10,shared_store_transactions,non-zero
bitcracker10,gst_requested_throughput,non-zero
bitcracker10,tex_cache_hit_rate,overflowed
bitcracker10,tex_cache_throughput,overflowed
bitcracker10,l2_write_throughput,non-zero
bitcracker10,tex_cache_transactions,overflowed
bitcracker10,inst_integer,No enough kernels
bitcracker10,atomic_transactions_per_request,non-zero
bitcracker10,ipc,overflowed
bitcracker10,issued_ipc,overflowed
bitcracker10,issue_slot_utilization,overflowed
bitcracker10,sm_efficiency,overflowed
bitcracker10,achieved_occupancy,overflowed
bitcracker10,eligible_warps_per_cycle,overflowed
bitcracker10,shared_utilization,overflowed
bitcracker10,l2_utilization,overflowed
bitcracker10,tex_utilization,Internal profiling error
bitcracker10,ldst_fu_utilization,overflowed
bitcracker10,cf_fu_utilization,overflowed
bitcracker10,tex_fu_utilization,overflowed
bitcracker10,special_fu_utilization,overflowed
bitcracker10,half_precision_fu_utilization,overflowed
bitcracker10,single_precision_fu_utilization,overflowed
bitcracker10,double_precision_fu_utilization,overflowed
bitcracker10,flop_hp_efficiency,overflowed
bitcracker10,flop_sp_efficiency,overflowed
bitcracker10,flop_dp_efficiency,overflowed
bitcracker11,shared_store_transactions,non-zero
bitcracker11,local_hit_rate,non-zero
bitcracker11,gst_requested_throughput,non-zero
bitcracker11,tex_cache_hit_rate,overflowed
bitcracker11,tex_cache_throughput,overflowed
bitcracker11,l2_write_throughput,non-zero
bitcracker11,tex_cache_transactions,overflowed
bitcracker11,stall_constant_memory_dependency,non-zero
bitcracker11,inst_integer,No enough kernels
bitcracker11,atomic_transactions_per_request,non-zero
bitcracker11,ipc,overflowed
bitcracker11,issued_ipc,overflowed
bitcracker11,issue_slot_utilization,overflowed
bitcracker11,sm_efficiency,overflowed
bitcracker11,achieved_occupancy,overflowed
bitcracker11,eligible_warps_per_cycle,overflowed
bitcracker11,shared_utilization,overflowed
bitcracker11,l2_utilization,overflowed
bitcracker11,tex_utilization,Internal profiling error
bitcracker11,ldst_fu_utilization,overflowed
bitcracker11,cf_fu_utilization,overflowed
bitcracker11,tex_fu_utilization,overflowed
bitcracker11,special_fu_utilization,overflowed
bitcracker11,half_precision_fu_utilization,non-zero
bitcracker11,single_precision_fu_utilization,overflowed
bitcracker11,double_precision_fu_utilization,overflowed
bitcracker11,flop_hp_efficiency,overflowed
bitcracker11,flop_sp_efficiency,overflowed
bitcracker11,flop_dp_efficiency,overflowed
bitcracker12,shared_store_transactions,non-zero
bitcracker12,local_hit_rate,non-zero
bitcracker12,gst_requested_throughput,non-zero
bitcracker12,tex_cache_hit_rate,overflowed
bitcracker12,tex_cache_throughput,overflowed
bitcracker12,l2_write_throughput,non-zero
bitcracker12,tex_cache_transactions,overflowed
bitcracker12,stall_constant_memory_dependency,non-zero
bitcracker12,inst_integer,No enough kernels
bitcracker12,atomic_transactions_per_request,non-zero
bitcracker12,ipc,overflowed
bitcracker12,issued_ipc,overflowed
bitcracker12,issue_slot_utilization,overflowed
bitcracker12,sm_efficiency,overflowed
bitcracker12,achieved_occupancy,overflowed
bitcracker12,eligible_warps_per_cycle,overflowed
bitcracker12,shared_utilization,overflowed
bitcracker12,l2_utilization,overflowed
bitcracker12,tex_utilization,Internal profiling error
bitcracker12,ldst_fu_utilization,overflowed
bitcracker12,cf_fu_utilization,overflowed
bitcracker12,tex_fu_utilization,overflowed
bitcracker12,special_fu_utilization,overflowed
bitcracker12,half_precision_fu_utilization,non-zero
bitcracker12,single_precision_fu_utilization,overflowed
bitcracker12,double_precision_fu_utilization,overflowed
bitcracker12,flop_hp_efficiency,overflowed
bitcracker12,flop_sp_efficiency,overflowed
bitcracker12,flop_dp_efficiency,overflowed
bitcracker13,shared_store_transactions,non-zero
bitcracker13,local_hit_rate,non-zero
bitcracker13,gst_requested_throughput,non-zero
bitcracker13,tex_cache_hit_rate,overflowed
bitcracker13,tex_cache_throughput,overflowed
bitcracker13,l2_write_throughput,non-zero
bitcracker13,tex_cache_transactions,overflowed
bitcracker13,stall_constant_memory_dependency,non-zero
bitcracker13,inst_integer,No enough kernels
bitcracker13,atomic_transactions_per_request,non-zero
bitcracker13,ipc,overflowed
bitcracker13,issued_ipc,overflowed
bitcracker13,issue_slot_utilization,overflowed
bitcracker13,sm_efficiency,overflowed
bitcracker13,achieved_occupancy,overflowed
bitcracker13,eligible_warps_per_cycle,overflowed
bitcracker13,shared_utilization,overflowed
bitcracker13,l2_utilization,overflowed
bitcracker13,tex_utilization,Internal profiling error
bitcracker13,ldst_fu_utilization,overflowed
bitcracker13,cf_fu_utilization,overflowed
bitcracker13,tex_fu_utilization,overflowed
bitcracker13,special_fu_utilization,overflowed
bitcracker13,half_precision_fu_utilization,overflowed
bitcracker13,single_precision_fu_utilization,overflowed
bitcracker13,double_precision_fu_utilization,overflowed
bitcracker13,flop_hp_efficiency,overflowed
bitcracker13,flop_sp_efficiency,overflowed
bitcracker13,flop_dp_efficiency,overflowed
bitcracker14,shared_store_transactions,non-zero
bitcracker14,gst_requested_throughput,non-zero
bitcracker14,tex_cache_hit_rate,overflowed
bitcracker14,tex_cache_throughput,overflowed
bitcracker14,l2_write_throughput,non-zero
bitcracker14,tex_cache_transactions,overflowed
bitcracker14,stall_constant_memory_dependency,non-zero
bitcracker14,inst_integer,No enough kernels
bitcracker14,atomic_transactions_per_request,non-zero
bitcracker14,ipc,overflowed
bitcracker14,issued_ipc,overflowed
bitcracker14,issue_slot_utilization,overflowed
bitcracker14,sm_efficiency,overflowed
bitcracker14,achieved_occupancy,overflowed
bitcracker14,eligible_warps_per_cycle,overflowed
bitcracker14,shared_utilization,overflowed
bitcracker14,l2_utilization,overflowed
bitcracker14,tex_utilization,Internal profiling error
bitcracker14,ldst_fu_utilization,overflowed
bitcracker14,cf_fu_utilization,overflowed
bitcracker14,tex_fu_utilization,overflowed
bitcracker14,special_fu_utilization,overflowed
bitcracker14,half_precision_fu_utilization,non-zero
bitcracker14,single_precision_fu_utilization,overflowed
bitcracker14,double_precision_fu_utilization,overflowed
bitcracker14,flop_hp_efficiency,overflowed
bitcracker14,flop_sp_efficiency,overflowed
bitcracker14,flop_dp_efficiency,overflowed
bitcracker15,gst_requested_throughput,non-zero
bitcracker15,tex_cache_hit_rate,overflowed
bitcracker15,tex_cache_throughput,overflowed
bitcracker15,l2_write_throughput,non-zero
bitcracker15,tex_cache_transactions,overflowed
bitcracker15,inst_integer,No enough kernels
bitcracker15,atomic_transactions_per_request,non-zero
bitcracker15,ipc,overflowed
bitcracker15,issued_ipc,overflowed
bitcracker15,issue_slot_utilization,overflowed
bitcracker15,sm_efficiency,overflowed
bitcracker15,achieved_occupancy,overflowed
bitcracker15,eligible_warps_per_cycle,overflowed
bitcracker15,shared_utilization,overflowed
bitcracker15,l2_utilization,overflowed
bitcracker15,tex_utilization,Internal profiling error
bitcracker15,ldst_fu_utilization,overflowed
bitcracker15,cf_fu_utilization,overflowed
bitcracker15,tex_fu_utilization,overflowed
bitcracker15,special_fu_utilization,overflowed
bitcracker15,half_precision_fu_utilization,overflowed
bitcracker15,single_precision_fu_utilization,overflowed
bitcracker15,double_precision_fu_utilization,overflowed
bitcracker15,flop_hp_efficiency,overflowed
bitcracker15,flop_sp_efficiency,overflowed
bitcracker15,flop_dp_efficiency,overflowed
bitcracker16,local_hit_rate,non-zero
bitcracker16,gst_requested_throughput,non-zero
bitcracker16,tex_cache_hit_rate,overflowed
bitcracker16,tex_cache_throughput,overflowed
bitcracker16,l2_write_throughput,non-zero
bitcracker16,tex_cache_transactions,overflowed
bitcracker16,inst_integer,No enough kernels
bitcracker16,atomic_transactions_per_request,non-zero
bitcracker16,ipc,overflowed
bitcracker16,issued_ipc,overflowed
bitcracker16,issue_slot_utilization,overflowed
bitcracker16,sm_efficiency,overflowed
bitcracker16,achieved_occupancy,overflowed
bitcracker16,eligible_warps_per_cycle,overflowed
bitcracker16,shared_utilization,overflowed
bitcracker16,l2_utilization,overflowed
bitcracker16,tex_utilization,Internal profiling error
bitcracker16,ldst_fu_utilization,overflowed
bitcracker16,cf_fu_utilization,overflowed
bitcracker16,tex_fu_utilization,overflowed
bitcracker16,special_fu_utilization,overflowed
bitcracker16,half_precision_fu_utilization,overflowed
bitcracker16,single_precision_fu_utilization,overflowed
bitcracker16,double_precision_fu_utilization,overflowed
bitcracker16,flop_hp_efficiency,overflowed
bitcracker16,flop_sp_efficiency,overflowed
bitcracker16,flop_dp_efficiency,overflowed
bitcracker17,gst_requested_throughput,non-zero
bitcracker17,tex_cache_hit_rate,overflowed
bitcracker17,tex_cache_throughput,overflowed
bitcracker17,l2_write_throughput,non-zero
bitcracker17,tex_cache_transactions,overflowed
bitcracker17,stall_constant_memory_dependency,non-zero
bitcracker17,inst_integer,No enough kernels
bitcracker17,atomic_transactions_per_request,non-zero
bitcracker17,ipc,overflowed
bitcracker17,issued_ipc,overflowed
bitcracker17,issue_slot_utilization,overflowed
bitcracker17,sm_efficiency,overflowed
bitcracker17,achieved_occupancy,overflowed
bitcracker17,eligible_warps_per_cycle,overflowed
bitcracker17,shared_utilization,overflowed
bitcracker17,l2_utilization,overflowed
bitcracker17,tex_utilization,Internal profiling error
bitcracker17,ldst_fu_utilization,overflowed
bitcracker17,cf_fu_utilization,overflowed
bitcracker17,tex_fu_utilization,overflowed
bitcracker17,special_fu_utilization,overflowed
bitcracker17,half_precision_fu_utilization,overflowed
bitcracker17,single_precision_fu_utilization,overflowed
bitcracker17,double_precision_fu_utilization,overflowed
bitcracker17,flop_hp_efficiency,overflowed
bitcracker17,flop_sp_efficiency,overflowed
bitcracker17,flop_dp_efficiency,overflowed
bitcracker18,shared_store_transactions,non-zero
bitcracker18,gst_requested_throughput,non-zero
bitcracker18,tex_cache_hit_rate,overflowed
bitcracker18,tex_cache_throughput,overflowed
bitcracker18,l2_write_throughput,non-zero
bitcracker18,tex_cache_transactions,overflowed
bitcracker18,inst_integer,No enough kernels
bitcracker18,atomic_transactions_per_request,non-zero
bitcracker18,ipc,overflowed
bitcracker18,issued_ipc,overflowed
bitcracker18,issue_slot_utilization,overflowed
bitcracker18,sm_efficiency,overflowed
bitcracker18,achieved_occupancy,overflowed
bitcracker18,eligible_warps_per_cycle,overflowed
bitcracker18,shared_utilization,overflowed
bitcracker18,l2_utilization,overflowed
bitcracker18,tex_utilization,Internal profiling error
bitcracker18,ldst_fu_utilization,overflowed
bitcracker18,cf_fu_utilization,overflowed
bitcracker18,tex_fu_utilization,overflowed
bitcracker18,special_fu_utilization,overflowed
bitcracker18,half_precision_fu_utilization,overflowed
bitcracker18,single_precision_fu_utilization,overflowed
bitcracker18,double_precision_fu_utilization,overflowed
bitcracker18,flop_hp_efficiency,overflowed
bitcracker18,flop_sp_efficiency,overflowed
bitcracker18,flop_dp_efficiency,overflowed
bitcracker19,local_hit_rate,non-zero
bitcracker19,gst_requested_throughput,non-zero
bitcracker19,tex_cache_hit_rate,overflowed
bitcracker19,tex_cache_throughput,overflowed
bitcracker19,l2_write_throughput,non-zero
bitcracker19,tex_cache_transactions,overflowed
bitcracker19,stall_constant_memory_dependency,non-zero
bitcracker19,inst_integer,No enough kernels
bitcracker19,atomic_transactions_per_request,non-zero
bitcracker19,ipc,overflowed
bitcracker19,issued_ipc,overflowed
bitcracker19,issue_slot_utilization,overflowed
bitcracker19,sm_efficiency,overflowed
bitcracker19,achieved_occupancy,overflowed
bitcracker19,eligible_warps_per_cycle,overflowed
bitcracker19,shared_utilization,overflowed
bitcracker19,l2_utilization,overflowed
bitcracker19,tex_utilization,Internal profiling error
bitcracker19,ldst_fu_utilization,overflowed
bitcracker19,cf_fu_utilization,overflowed
bitcracker19,tex_fu_utilization,overflowed
bitcracker19,special_fu_utilization,overflowed
bitcracker19,half_precision_fu_utilization,overflowed
bitcracker19,single_precision_fu_utilization,overflowed
bitcracker19,double_precision_fu_utilization,overflowed
bitcracker19,flop_hp_efficiency,overflowed
bitcracker19,flop_sp_efficiency,overflowed
bitcracker19,flop_dp_efficiency,overflowed
bitcracker20,shared_store_transactions,non-zero
bitcracker20,local_hit_rate,non-zero
bitcracker20,gst_requested_throughput,non-zero
bitcracker20,tex_cache_hit_rate,overflowed
bitcracker20,tex_cache_throughput,overflowed
bitcracker20,l2_write_throughput,non-zero
bitcracker20,tex_cache_transactions,overflowed
bitcracker20,inst_integer,No enough kernels
bitcracker20,atomic_transactions_per_request,non-zero
bitcracker20,ipc,overflowed
bitcracker20,issued_ipc,overflowed
bitcracker20,issue_slot_utilization,overflowed
bitcracker20,sm_efficiency,overflowed
bitcracker20,achieved_occupancy,overflowed
bitcracker20,eligible_warps_per_cycle,overflowed
bitcracker20,shared_utilization,overflowed
bitcracker20,l2_utilization,overflowed
bitcracker20,tex_utilization,Internal profiling error
bitcracker20,ldst_fu_utilization,overflowed
bitcracker20,cf_fu_utilization,overflowed
bitcracker20,tex_fu_utilization,overflowed
bitcracker20,special_fu_utilization,overflowed
bitcracker20,half_precision_fu_utilization,overflowed
bitcracker20,single_precision_fu_utilization,overflowed
bitcracker20,double_precision_fu_utilization,overflowed
bitcracker20,flop_hp_efficiency,overflowed
bitcracker20,flop_sp_efficiency,overflowed
bitcracker20,flop_dp_efficiency,overflowed
blake2b1,tex_utilization,Internal profiling error
blake2b2,tex_utilization,Internal profiling error
blake2b3,tex_utilization,Internal profiling error
blake2b4,tex_utilization,Internal profiling error
blake2b5,tex_utilization,Internal profiling error
blake2b6,tex_utilization,Internal profiling error
blake2b7,tex_utilization,Internal profiling error
blake2b8,tex_utilization,Internal profiling error
blake2b9,tex_utilization,Internal profiling error
blake2b10,tex_utilization,Internal profiling error
brutehash1,gst_requested_throughput,other
brutehash1,l2_write_throughput,other
brutehash1,atomic_transactions_per_request,other
brutehash1,tex_utilization,Internal profiling error
brutehash2,shared_store_transactions,other
brutehash2,local_hit_rate,other
brutehash2,gst_requested_throughput,other
brutehash2,l2_write_throughput,other
brutehash2,stall_constant_memory_dependency,other
brutehash2,atomic_transactions_per_request,other
brutehash2,tex_utilization,Internal profiling error
brutehash2,half_precision_fu_utilization,other
brutehash3,shared_store_transactions,other
brutehash3,gst_requested_throughput,other
brutehash3,l2_write_throughput,other
brutehash3,atomic_transactions_per_request,other
brutehash3,tex_utilization,Internal profiling error
