app,metric,errorType
bitcracker1,warp_execution_efficiency,overflowed
bitcracker1,warp_nonpred_execution_efficiency,overflowed
bitcracker1,shared_store_transactions,non-zero
bitcracker1,local_hit_rate,non-zero
bitcracker1,gst_requested_throughput,non-zero
bitcracker1,tex_cache_hit_rate,overflowed
bitcracker1,tex_cache_throughput,overflowed
bitcracker1,l2_write_throughput,non-zero
bitcracker1,tex_cache_transactions,overflowed
bitcracker1,stall_inst_fetch,overflowed
bitcracker1,stall_exec_dependency,overflowed
bitcracker1,stall_memory_dependency,overflowed
bitcracker1,stall_texture,overflowed
bitcracker1,stall_sync,overflowed
bitcracker1,stall_other,overflowed
bitcracker1,stall_constant_memory_dependency,non-zero
bitcracker1,stall_pipe_busy,overflowed
bitcracker1,inst_integer,No enough kernels
bitcracker1,inst_compute_ld_st,No enough kernels
bitcracker1,atomic_transactions_per_request,non-zero
bitcracker1,stall_memory_throttle,overflowed
bitcracker1,stall_not_selected,overflowed
bitcracker1,ipc,overflowed
bitcracker1,issued_ipc,overflowed
bitcracker1,issue_slot_utilization,overflowed
bitcracker1,sm_efficiency,overflowed
bitcracker1,achieved_occupancy,overflowed
bitcracker1,eligible_warps_per_cycle,overflowed
bitcracker1,shared_utilization,overflowed
bitcracker1,l2_utilization,overflowed
bitcracker1,tex_utilization,Internal profiling error
bitcracker1,ldst_fu_utilization,overflowed
bitcracker1,cf_fu_utilization,overflowed
bitcracker1,tex_fu_utilization,overflowed
bitcracker1,special_fu_utilization,overflowed
bitcracker1,half_precision_fu_utilization,non-zero
bitcracker1,single_precision_fu_utilization,overflowed
bitcracker1,double_precision_fu_utilization,overflowed
bitcracker1,flop_hp_efficiency,overflowed
bitcracker1,flop_sp_efficiency,overflowed
bitcracker1,flop_dp_efficiency,overflowed
bitcracker2,warp_execution_efficiency,overflowed
bitcracker2,warp_nonpred_execution_efficiency,overflowed
bitcracker2,gst_requested_throughput,non-zero
bitcracker2,tex_cache_hit_rate,overflowed
bitcracker2,tex_cache_throughput,overflowed
bitcracker2,l2_write_throughput,non-zero
bitcracker2,tex_cache_transactions,overflowed
bitcracker2,stall_inst_fetch,overflowed
bitcracker2,stall_exec_dependency,overflowed
bitcracker2,stall_memory_dependency,overflowed
bitcracker2,stall_texture,overflowed
bitcracker2,stall_sync,overflowed
bitcracker2,stall_other,overflowed
bitcracker2,stall_constant_memory_dependency,overflowed
bitcracker2,stall_pipe_busy,overflowed
bitcracker2,inst_integer,No enough kernels
bitcracker2,inst_compute_ld_st,No enough kernels
bitcracker2,atomic_transactions_per_request,non-zero
bitcracker2,stall_memory_throttle,overflowed
bitcracker2,stall_not_selected,overflowed
bitcracker2,ipc,overflowed
bitcracker2,issued_ipc,overflowed
bitcracker2,issue_slot_utilization,overflowed
bitcracker2,sm_efficiency,overflowed
bitcracker2,achieved_occupancy,overflowed
bitcracker2,eligible_warps_per_cycle,overflowed
bitcracker2,shared_utilization,overflowed
bitcracker2,l2_utilization,overflowed
bitcracker2,tex_utilization,Internal profiling error
bitcracker2,ldst_fu_utilization,overflowed
bitcracker2,cf_fu_utilization,overflowed
bitcracker2,tex_fu_utilization,overflowed
bitcracker2,special_fu_utilization,overflowed
bitcracker2,half_precision_fu_utilization,non-zero
bitcracker2,single_precision_fu_utilization,overflowed
bitcracker2,double_precision_fu_utilization,overflowed
bitcracker2,flop_hp_efficiency,overflowed
bitcracker2,flop_sp_efficiency,overflowed
bitcracker2,flop_dp_efficiency,overflowed
bitcracker3,warp_execution_efficiency,overflowed
bitcracker3,warp_nonpred_execution_efficiency,overflowed
bitcracker3,gst_requested_throughput,non-zero
bitcracker3,tex_cache_hit_rate,overflowed
bitcracker3,tex_cache_throughput,overflowed
bitcracker3,l2_write_throughput,non-zero
bitcracker3,tex_cache_transactions,overflowed
bitcracker3,stall_inst_fetch,overflowed
bitcracker3,stall_exec_dependency,overflowed
bitcracker3,stall_memory_dependency,overflowed
bitcracker3,stall_texture,overflowed
bitcracker3,stall_sync,overflowed
bitcracker3,stall_other,overflowed
bitcracker3,stall_constant_memory_dependency,overflowed
bitcracker3,stall_pipe_busy,overflowed
bitcracker3,inst_integer,No enough kernels
bitcracker3,inst_compute_ld_st,No enough kernels
bitcracker3,atomic_transactions_per_request,non-zero
bitcracker3,stall_memory_throttle,overflowed
bitcracker3,stall_not_selected,overflowed
bitcracker3,ipc,overflowed
bitcracker3,issued_ipc,overflowed
bitcracker3,issue_slot_utilization,overflowed
bitcracker3,sm_efficiency,overflowed
bitcracker3,achieved_occupancy,overflowed
bitcracker3,eligible_warps_per_cycle,overflowed
bitcracker3,shared_utilization,overflowed
bitcracker3,l2_utilization,overflowed
bitcracker3,tex_utilization,Internal profiling error
bitcracker3,ldst_fu_utilization,overflowed
bitcracker3,cf_fu_utilization,overflowed
bitcracker3,tex_fu_utilization,overflowed
bitcracker3,special_fu_utilization,overflowed
bitcracker3,half_precision_fu_utilization,non-zero
bitcracker3,single_precision_fu_utilization,overflowed
bitcracker3,double_precision_fu_utilization,overflowed
bitcracker3,flop_hp_efficiency,overflowed
bitcracker3,flop_sp_efficiency,overflowed
bitcracker3,flop_dp_efficiency,overflowed
bitcracker4,warp_execution_efficiency,overflowed
bitcracker4,warp_nonpred_execution_efficiency,overflowed
bitcracker4,shared_store_transactions,non-zero
bitcracker4,gst_requested_throughput,non-zero
bitcracker4,tex_cache_hit_rate,overflowed
bitcracker4,tex_cache_throughput,overflowed
bitcracker4,l2_write_throughput,non-zero
bitcracker4,tex_cache_transactions,overflowed
bitcracker4,stall_inst_fetch,overflowed
bitcracker4,stall_exec_dependency,overflowed
bitcracker4,stall_memory_dependency,overflowed
bitcracker4,stall_texture,overflowed
bitcracker4,stall_sync,overflowed
bitcracker4,stall_other,overflowed
bitcracker4,stall_constant_memory_dependency,overflowed
bitcracker4,stall_pipe_busy,overflowed
bitcracker4,inst_integer,No enough kernels
bitcracker4,inst_compute_ld_st,No enough kernels
bitcracker4,atomic_transactions_per_request,non-zero
bitcracker4,stall_memory_throttle,overflowed
bitcracker4,stall_not_selected,overflowed
bitcracker4,ipc,overflowed
bitcracker4,issued_ipc,overflowed
bitcracker4,issue_slot_utilization,overflowed
bitcracker4,sm_efficiency,overflowed
bitcracker4,achieved_occupancy,overflowed
bitcracker4,eligible_warps_per_cycle,overflowed
bitcracker4,shared_utilization,overflowed
bitcracker4,l2_utilization,overflowed
bitcracker4,tex_utilization,Internal profiling error
bitcracker4,ldst_fu_utilization,overflowed
bitcracker4,cf_fu_utilization,overflowed
bitcracker4,tex_fu_utilization,overflowed
bitcracker4,special_fu_utilization,overflowed
bitcracker4,half_precision_fu_utilization,non-zero
bitcracker4,single_precision_fu_utilization,overflowed
bitcracker4,double_precision_fu_utilization,overflowed
bitcracker4,flop_hp_efficiency,overflowed
bitcracker4,flop_sp_efficiency,overflowed
bitcracker4,flop_dp_efficiency,overflowed
bitcracker5,warp_execution_efficiency,overflowed
bitcracker5,warp_nonpred_execution_efficiency,overflowed
bitcracker5,shared_store_transactions,non-zero
bitcracker5,gst_requested_throughput,non-zero
bitcracker5,tex_cache_hit_rate,overflowed
bitcracker5,tex_cache_throughput,overflowed
bitcracker5,l2_write_throughput,non-zero
bitcracker5,tex_cache_transactions,overflowed
bitcracker5,stall_inst_fetch,overflowed
bitcracker5,stall_exec_dependency,overflowed
bitcracker5,stall_memory_dependency,overflowed
bitcracker5,stall_texture,overflowed
bitcracker5,stall_sync,overflowed
bitcracker5,stall_other,overflowed
bitcracker5,stall_constant_memory_dependency,overflowed
bitcracker5,stall_pipe_busy,overflowed
bitcracker5,inst_integer,No enough kernels
bitcracker5,inst_compute_ld_st,No enough kernels
bitcracker5,atomic_transactions_per_request,non-zero
