app,metric,errorType
blake2b1,special_fu_utilization,No metric
blake2b1,global_hit_rate,No metric
blake2b1,shared_utilization,No metric
blake2b1,local_hit_rate,No metric
blake2b2,special_fu_utilization,No metric
blake2b2,global_hit_rate,No metric
blake2b2,shared_utilization,No metric
blake2b2,local_hit_rate,No metric
blake2b3,special_fu_utilization,No metric
blake2b3,global_hit_rate,No metric
blake2b3,shared_utilization,No metric
blake2b3,local_hit_rate,No metric
blake2b4,special_fu_utilization,No metric
blake2b4,global_hit_rate,No metric
blake2b4,shared_utilization,No metric
blake2b4,local_hit_rate,No metric
blake2b5,special_fu_utilization,No metric
blake2b5,global_hit_rate,No metric
blake2b5,shared_utilization,No metric
blake2b5,local_hit_rate,No metric
blake2b6,special_fu_utilization,No metric
blake2b6,global_hit_rate,No metric
blake2b6,shared_utilization,No metric
blake2b6,local_hit_rate,No metric
blake2b7,special_fu_utilization,No metric
blake2b7,global_hit_rate,No metric
blake2b7,shared_utilization,No metric
blake2b7,local_hit_rate,No metric
blake2b8,special_fu_utilization,No metric
blake2b8,global_hit_rate,No metric
blake2b8,shared_utilization,No metric
blake2b8,local_hit_rate,No metric
blake2b9,special_fu_utilization,No metric
blake2b9,global_hit_rate,No metric
blake2b9,shared_utilization,No metric
blake2b9,local_hit_rate,No metric
blake2b10,special_fu_utilization,No metric
blake2b10,global_hit_rate,No metric
blake2b10,shared_utilization,No metric
blake2b10,local_hit_rate,No metric
brutehash1,special_fu_utilization,No metric
brutehash1,global_hit_rate,No metric
brutehash1,shared_utilization,No metric
brutehash1,local_hit_rate,No metric
brutehash2,special_fu_utilization,No metric
brutehash2,global_hit_rate,No metric
brutehash2,shared_utilization,No metric
brutehash2,local_hit_rate,No metric
brutehash3,special_fu_utilization,No metric
brutehash3,global_hit_rate,No metric
brutehash3,shared_utilization,No metric
brutehash3,local_hit_rate,No metric
brutehash4,special_fu_utilization,No metric
brutehash4,global_hit_rate,No metric
brutehash4,shared_utilization,No metric
brutehash4,local_hit_rate,No metric
brutehash5,special_fu_utilization,No metric
brutehash5,global_hit_rate,No metric
brutehash5,shared_utilization,No metric
brutehash5,local_hit_rate,No metric
brutehash6,special_fu_utilization,No metric
brutehash6,global_hit_rate,No metric
brutehash6,shared_utilization,No metric
brutehash6,local_hit_rate,No metric
brutehash7,special_fu_utilization,No metric
brutehash7,global_hit_rate,No metric
brutehash7,shared_utilization,No metric
brutehash7,local_hit_rate,No metric
brutehash8,special_fu_utilization,No metric
brutehash8,global_hit_rate,No metric
brutehash8,shared_utilization,No metric
brutehash8,local_hit_rate,No metric
brutehash9,special_fu_utilization,No metric
brutehash9,global_hit_rate,No metric
brutehash9,shared_utilization,No metric
brutehash9,local_hit_rate,No metric
brutehash10,special_fu_utilization,No metric
brutehash10,global_hit_rate,No metric
brutehash10,shared_utilization,No metric
brutehash10,local_hit_rate,No metric
cuda-hash1,special_fu_utilization,No metric
cuda-hash1,global_hit_rate,No metric
cuda-hash1,shared_utilization,No metric
cuda-hash1,local_hit_rate,No metric
cuda-hash2,special_fu_utilization,No metric
cuda-hash2,global_hit_rate,No metric
cuda-hash2,shared_utilization,No metric
cuda-hash2,local_hit_rate,No metric
cuda-hash3,special_fu_utilization,No metric
cuda-hash3,global_hit_rate,No metric
cuda-hash3,shared_utilization,No metric
cuda-hash3,local_hit_rate,No metric
cuda-hash4,special_fu_utilization,No metric
cuda-hash4,global_hit_rate,No metric
cuda-hash4,shared_utilization,No metric
cuda-hash4,local_hit_rate,No metric
cuda-hash5,special_fu_utilization,No metric
cuda-hash5,global_hit_rate,No metric
cuda-hash5,shared_utilization,No metric
