app,metric,errorType
cuda-hash5,local_hit_rate,No metric
cuda-hash6,special_fu_utilization,No metric
cuda-hash6,global_hit_rate,No metric
cuda-hash6,shared_utilization,No metric
cuda-hash6,local_hit_rate,No metric
cuda-hash7,special_fu_utilization,No metric
cuda-hash7,global_hit_rate,No metric
cuda-hash7,shared_utilization,No metric
cuda-hash7,local_hit_rate,No metric
cuda-hash8,special_fu_utilization,No metric
cuda-hash8,global_hit_rate,No metric
cuda-hash8,shared_utilization,No metric
cuda-hash8,local_hit_rate,No metric
cuda-hash9,special_fu_utilization,No metric
cuda-hash9,global_hit_rate,No metric
cuda-hash9,shared_utilization,No metric
cuda-hash9,local_hit_rate,No metric
cuda-hash10,special_fu_utilization,No metric
cuda-hash10,global_hit_rate,No metric
cuda-hash10,shared_utilization,No metric
cuda-hash10,local_hit_rate,No metric
cuda-hash11,special_fu_utilization,No metric
cuda-hash11,global_hit_rate,No metric
cuda-hash11,shared_utilization,No metric
cuda-hash11,local_hit_rate,No metric
cudaSha2561,special_fu_utilization,No metric
cudaSha2561,global_hit_rate,No metric
cudaSha2561,shared_utilization,No metric
cudaSha2561,local_hit_rate,No metric
cudaSha2562,special_fu_utilization,No metric
cudaSha2562,global_hit_rate,No metric
cudaSha2562,shared_utilization,No metric
cudaSha2562,local_hit_rate,No metric
cudaSha2563,special_fu_utilization,No metric
cudaSha2563,global_hit_rate,No metric
cudaSha2563,shared_utilization,No metric
cudaSha2563,local_hit_rate,No metric
cudaSha2564,special_fu_utilization,No metric
cudaSha2564,global_hit_rate,No metric
cudaSha2564,shared_utilization,No metric
cudaSha2564,local_hit_rate,No metric
cudaSha2565,special_fu_utilization,No metric
cudaSha2565,global_hit_rate,No metric
cudaSha2565,shared_utilization,No metric
cudaSha2565,local_hit_rate,No metric
cudaSha2566,special_fu_utilization,No metric
cudaSha2566,global_hit_rate,No metric
cudaSha2566,shared_utilization,No metric
cudaSha2566,local_hit_rate,No metric
cudaSha2567,special_fu_utilization,No metric
cudaSha2567,global_hit_rate,No metric
cudaSha2567,shared_utilization,No metric
cudaSha2567,local_hit_rate,No metric
cudaSha2568,special_fu_utilization,No metric
cudaSha2568,global_hit_rate,No metric
cudaSha2568,shared_utilization,No metric
cudaSha2568,local_hit_rate,No metric
cudaSha2569,special_fu_utilization,No metric
cudaSha2569,global_hit_rate,No metric
cudaSha2569,shared_utilization,No metric
cudaSha2569,local_hit_rate,No metric
cudaSha25610,special_fu_utilization,No metric
cudaSha25610,global_hit_rate,No metric
cudaSha25610,shared_utilization,No metric
cudaSha25610,local_hit_rate,No metric
cudaSha25611,special_fu_utilization,No metric
cudaSha25611,global_hit_rate,No metric
cudaSha25611,shared_utilization,No metric
cudaSha25611,local_hit_rate,No metric
des1,special_fu_utilization,No metric
des1,inst_replay_overhead,No metric
des1,global_hit_rate,No metric
des1,stall_other,No metric
des1,ldst_fu_utilization,No metric
des1,tex_fu_utilization,No metric
des1,stall_exec_dependency,No metric
des1,sm_efficiency,No metric
des1,shared_utilization,No metric
des1,local_hit_rate,No metric
des1,stall_constant_memory_dependency,No metric
des1,shared_efficiency,Internal profiling error
des1,eligible_warps_per_cycle,No metric
des2,special_fu_utilization,No metric
des2,l2_tex_read_hit_rate,Error 2
des2,inst_replay_overhead,No metric
des2,gld_transactions_per_request,Error 2
des2,global_hit_rate,No metric
des2,stall_other,No metric
des2,tex_cache_throughput,Error 2
des2,ldst_fu_utilization,No metric
des2,l2_write_throughput,Error 2
des2,tex_fu_utilization,No metric
des2,gst_requested_throughput,Internal profiling error
des2,gld_efficiency,Internal profiling error
des2,stall_exec_dependency,No metric
des2,sm_efficiency,No metric
des2,shared_utilization,No metric
des2,local_hit_rate,No metric
des2,gst_transactions_per_request,Internal profiling error
des2,local_memory_overhead,Error 2
des2,stall_constant_memory_dependency,Error 2
des2,shared_efficiency,Internal profiling error
des2,eligible_warps_per_cycle,No metric
des3,special_fu_utilization,No metric
des3,inst_replay_overhead,No metric
des3,global_hit_rate,No metric
des3,stall_other,No metric
des3,tex_cache_throughput,Error 2
des3,ldst_fu_utilization,No metric
des3,tex_fu_utilization,No metric
des3,gst_requested_throughput,Internal profiling error
des3,stall_exec_dependency,No metric
des3,sm_efficiency,No metric
des3,shared_utilization,No metric
des3,local_hit_rate,No metric
des3,gst_transactions_per_request,Internal profiling error
des3,local_memory_overhead,Error 2
des3,stall_constant_memory_dependency,No metric
des3,shared_efficiency,Internal profiling error
des3,eligible_warps_per_cycle,No metric
des4,special_fu_utilization,No metric
des4,l2_tex_read_hit_rate,Error 2
des4,inst_replay_overhead,No metric
des4,gld_transactions_per_request,Internal profiling error
des4,global_hit_rate,No metric
des4,stall_other,Error 2
des4,tex_cache_throughput,Error 2
des4,ldst_fu_utilization,Error 2
des4,tex_fu_utilization,No metric
des4,gst_requested_throughput,Internal profiling error
des4,gld_efficiency,Error 2
des4,stall_exec_dependency,Error 2
des4,sm_efficiency,Error 2
des4,shared_utilization,No metric
des4,local_hit_rate,No metric
des4,gst_transactions_per_request,Internal profiling error
des4,local_memory_overhead,Error 2
des4,stall_constant_memory_dependency,Error 2
des4,shared_efficiency,Internal profiling error
des4,eligible_warps_per_cycle,No metric
des5,special_fu_utilization,No metric
des5,l2_tex_read_hit_rate,Error 2
des5,inst_replay_overhead,No metric
des5,local_load_transactions_per_request,Error 2
des5,gld_transactions_per_request,Error 2
des5,global_hit_rate,No metric
des5,stall_other,No metric
des5,tex_cache_throughput,Error 2
des5,ldst_fu_utilization,No metric
des5,tex_cache_hit_rate,Error 2
des5,tex_fu_utilization,No metric
des5,gst_requested_throughput,Internal profiling error
des5,stall_exec_dependency,No metric
des5,sm_efficiency,No metric
des5,shared_utilization,No metric
des5,local_hit_rate,No metric
des5,gst_transactions_per_request,Internal profiling error
des5,local_memory_overhead,Error 2
des5,stall_constant_memory_dependency,No metric
des5,l2_tex_read_throughput,Error 2
des5,shared_efficiency,Internal profiling error
des5,eligible_warps_per_cycle,No metric
des6,special_fu_utilization,No metric
des6,l2_tex_read_hit_rate,Error 2
des6,inst_replay_overhead,No metric
des6,local_load_transactions_per_request,Error 2
des6,gld_transactions_per_request,Internal profiling error
des6,global_hit_rate,No metric
des6,gst_efficiency,Internal profiling error
des6,stall_other,No metric
des6,tex_cache_throughput,Error 2
des6,ldst_fu_utilization,No metric
des6,tex_cache_hit_rate,Error 2
des6,tex_fu_utilization,No metric
des6,gst_requested_throughput,Internal profiling error
des6,gld_efficiency,Error 2
des6,stall_exec_dependency,Error 2
des6,sm_efficiency,No metric
des6,shared_utilization,No metric
des6,local_hit_rate,No metric
des6,gst_transactions_per_request,Internal profiling error
des6,local_memory_overhead,Error 2
des6,stall_constant_memory_dependency,Error 2
des6,l2_tex_read_throughput,Error 2
des6,l2_read_throughput,Error 2
des6,shared_efficiency,Internal profiling error
des6,eligible_warps_per_cycle,No metric
des9,special_fu_utilization,No metric
des9,l2_tex_read_hit_rate,Error 2
des9,inst_replay_overhead,Error 2
des9,local_load_transactions_per_request,Error 2
des9,gld_transactions_per_request,Error 2
des9,global_hit_rate,No metric
des9,gst_efficiency,Internal profiling error
des9,stall_other,No metric
des9,tex_cache_throughput,Error 2
des9,ldst_fu_utilization,Error 2
des9,tex_cache_hit_rate,Error 2
des9,l2_write_throughput,Error 2
des9,tex_fu_utilization,No metric
des9,gst_requested_throughput,Internal profiling error
des9,stall_exec_dependency,No metric
des9,sm_efficiency,No metric
des9,shared_utilization,No metric
des9,local_hit_rate,No metric
des9,gst_transactions_per_request,Error 2
des9,local_memory_overhead,Error 2
des9,stall_constant_memory_dependency,No metric
des9,l2_tex_read_throughput,Error 2
des9,l2_read_throughput,Error 2
des9,shared_efficiency,Internal profiling error
des9,eligible_warps_per_cycle,No metric
des10,special_fu_utilization,No metric
des10,l2_tex_read_hit_rate,Error 2
des10,inst_replay_overhead,Error 2
des10,local_load_transactions_per_request,Internal profiling error
des10,gld_transactions_per_request,Internal profiling error
des10,global_hit_rate,No metric
des10,stall_other,No metric
des10,tex_cache_throughput,Error 2
des10,ldst_fu_utilization,No metric
des10,tex_cache_hit_rate,Error 2
des10,tex_fu_utilization,No metric
des10,gst_requested_throughput,Internal profiling error
des10,stall_exec_dependency,No metric
des10,sm_efficiency,No metric
des10,shared_utilization,No metric
des10,local_hit_rate,No metric
des10,gst_transactions_per_request,Error 2
des10,local_memory_overhead,Internal profiling error
des10,stall_constant_memory_dependency,No metric
des10,l2_tex_read_throughput,Error 2
des10,l2_read_throughput,Error 2
des10,sysmem_write_throughput,Error 2
des10,shared_efficiency,Internal profiling error
des10,eligible_warps_per_cycle,No metric
hashiru1,special_fu_utilization,No metric
hashiru1,global_hit_rate,No metric
hashiru1,shared_utilization,No metric
hashiru1,local_hit_rate,No metric
hashiru2,special_fu_utilization,No metric
hashiru2,global_hit_rate,No metric
hashiru2,shared_utilization,No metric
hashiru2,local_hit_rate,No metric
hashiru3,special_fu_utilization,No metric
hashiru3,global_hit_rate,No metric
hashiru3,shared_utilization,No metric
hashiru3,local_hit_rate,No metric
hashiru4,special_fu_utilization,No metric
hashiru4,global_hit_rate,No metric
hashiru4,shared_utilization,No metric
hashiru4,local_hit_rate,No metric
hashiru5,special_fu_utilization,No metric
hashiru5,global_hit_rate,No metric
hashiru5,shared_utilization,No metric
hashiru5,local_hit_rate,No metric
hashiru6,special_fu_utilization,No metric
hashiru6,global_hit_rate,No metric
hashiru6,shared_utilization,No metric
hashiru6,local_hit_rate,No metric
hashiru7,special_fu_utilization,No metric
hashiru7,global_hit_rate,No metric
hashiru7,shared_utilization,No metric
hashiru7,local_hit_rate,No metric
hashiru8,special_fu_utilization,No metric
hashiru8,global_hit_rate,No metric
hashiru8,shared_utilization,No metric
hashiru8,local_hit_rate,No metric
hashiru9,special_fu_utilization,No metric
hashiru9,global_hit_rate,No metric
hashiru9,shared_utilization,No metric
hashiru9,local_hit_rate,No metric
hashiru10,special_fu_utilization,No metric
hashiru10,global_hit_rate,No metric
hashiru10,shared_utilization,No metric
hashiru10,local_hit_rate,No metric
hashrecoverer1,special_fu_utilization,No metric
hashrecoverer1,global_hit_rate,No metric
hashrecoverer1,gld_efficiency,Error 4
hashrecoverer1,shared_utilization,No metric
hashrecoverer1,local_hit_rate,No metric
hashrecoverer2,special_fu_utilization,No metric
hashrecoverer2,global_hit_rate,No metric
hashrecoverer2,gld_efficiency,Error 4
hashrecoverer2,shared_utilization,No metric
hashrecoverer2,local_hit_rate,No metric
hashrecoverer3,special_fu_utilization,No metric
hashrecoverer3,global_hit_rate,No metric
hashrecoverer3,gld_efficiency,Error 4
hashrecoverer3,shared_utilization,No metric
hashrecoverer3,local_hit_rate,No metric
hashrecoverer4,special_fu_utilization,No metric
hashrecoverer4,global_hit_rate,No metric
hashrecoverer4,gld_efficiency,Error 4
hashrecoverer4,shared_utilization,No metric
hashrecoverer4,local_hit_rate,No metric
hashrecoverer5,special_fu_utilization,No metric
hashrecoverer5,global_hit_rate,No metric
hashrecoverer5,gld_efficiency,Error 4
hashrecoverer5,shared_utilization,No metric
hashrecoverer5,local_hit_rate,No metric
hashrecoverer6,special_fu_utilization,No metric
hashrecoverer6,global_hit_rate,No metric
hashrecoverer6,gld_efficiency,Error 4
hashrecoverer6,shared_utilization,No metric
hashrecoverer6,local_hit_rate,No metric
hashrecoverer7,special_fu_utilization,No metric
hashrecoverer7,global_hit_rate,No metric
hashrecoverer7,gld_efficiency,Error 4
hashrecoverer7,shared_utilization,No metric
hashrecoverer7,local_hit_rate,No metric
hashrecoverer8,special_fu_utilization,No metric
hashrecoverer8,global_hit_rate,No metric
hashrecoverer8,gld_efficiency,Error 4
hashrecoverer8,shared_utilization,No metric
hashrecoverer8,local_hit_rate,No metric
hashrecoverer9,special_fu_utilization,No metric
hashrecoverer9,global_hit_rate,No metric
hashrecoverer9,gld_efficiency,Error 4
hashrecoverer9,shared_utilization,No metric
hashrecoverer9,local_hit_rate,No metric
hashsums1,special_fu_utilization,No metric
hashsums1,global_hit_rate,No metric
hashsums1,shared_utilization,No metric
hashsums1,local_hit_rate,No metric
hashsums2,special_fu_utilization,No metric
hashsums2,global_hit_rate,No metric
hashsums2,shared_utilization,No metric
hashsums2,local_hit_rate,No metric
hashsums3,special_fu_utilization,No metric
hashsums3,global_hit_rate,No metric
hashsums3,shared_utilization,No metric
hashsums3,local_hit_rate,No metric
hashsums4,special_fu_utilization,No metric
hashsums4,global_hit_rate,No metric
hashsums4,shared_utilization,No metric
hashsums4,local_hit_rate,No metric
hashsums5,special_fu_utilization,No metric
hashsums5,global_hit_rate,No metric
hashsums5,shared_utilization,No metric
hashsums5,local_hit_rate,No metric
hashsums6,special_fu_utilization,No metric
hashsums6,global_hit_rate,No metric
hashsums6,shared_utilization,No metric
hashsums6,local_hit_rate,No metric
hashsums7,special_fu_utilization,No metric
hashsums7,global_hit_rate,No metric
hashsums7,gld_efficiency,Error 3
hashsums7,shared_utilization,No metric
hashsums7,local_hit_rate,No metric
hashsums8,special_fu_utilization,No metric
hashsums8,global_hit_rate,No metric
hashsums8,shared_utilization,No metric
hashsums8,local_hit_rate,No metric
hashsums9,special_fu_utilization,No metric
hashsums9,global_hit_rate,No metric
hashsums9,gld_efficiency,Error 3
hashsums9,shared_utilization,No metric
hashsums9,local_hit_rate,No metric
hashsums10,special_fu_utilization,No metric
hashsums10,global_hit_rate,No metric
hashsums10,gld_efficiency,Error 3
hashsums10,shared_utilization,No metric
hashsums10,local_hit_rate,No metric
mario1,special_fu_utilization,No metric
mario1,global_hit_rate,No metric
mario1,shared_utilization,No metric
mario1,local_hit_rate,No metric
mario2,special_fu_utilization,No metric
mario2,global_hit_rate,No metric
mario2,shared_utilization,No metric
mario2,local_hit_rate,No metric
mario3,special_fu_utilization,No metric
mario3,global_hit_rate,No metric
mario3,shared_utilization,No metric
mario3,local_hit_rate,No metric
mario4,special_fu_utilization,No metric
mario4,global_hit_rate,No metric
mario4,shared_utilization,No metric
mario4,local_hit_rate,No metric
mario6,special_fu_utilization,No metric
mario6,global_hit_rate,No metric
mario6,shared_utilization,No metric
mario6,local_hit_rate,No metric
mario7,special_fu_utilization,No metric
mario7,global_hit_rate,No metric
mario7,shared_utilization,No metric
mario7,local_hit_rate,No metric
mario8,special_fu_utilization,No metric
mario8,global_hit_rate,No metric
mario8,shared_utilization,No metric
mario8,local_hit_rate,No metric
mario9,special_fu_utilization,No metric
mario9,global_hit_rate,No metric
mario9,shared_utilization,No metric
mario9,local_hit_rate,No metric
mario10,special_fu_utilization,No metric
mario10,global_hit_rate,No metric
mario10,shared_utilization,No metric
mario10,local_hit_rate,No metric
md5-bruteforcer1,special_fu_utilization,No metric
md5-bruteforcer1,local_load_transactions_per_request,No metric
md5-bruteforcer1,global_hit_rate,No metric
md5-bruteforcer1,stall_exec_dependency,No metric
md5-bruteforcer1,shared_utilization,No metric
md5-bruteforcer1,local_hit_rate,No metric
md5-bruteforcer2,special_fu_utilization,No metric
md5-bruteforcer2,global_hit_rate,No metric
md5-bruteforcer2,shared_utilization,No metric
md5-bruteforcer2,local_hit_rate,No metric
md5-bruteforcer3,special_fu_utilization,No metric
md5-bruteforcer3,global_hit_rate,No metric
md5-bruteforcer3,shared_utilization,No metric
md5-bruteforcer3,local_hit_rate,No metric
md5-bruteforcer4,special_fu_utilization,No metric
md5-bruteforcer4,global_hit_rate,No metric
md5-bruteforcer4,shared_utilization,No metric
md5-bruteforcer4,local_hit_rate,No metric
md5-bruteforcer5,special_fu_utilization,No metric
md5-bruteforcer5,global_hit_rate,No metric
md5-bruteforcer5,shared_utilization,No metric
md5-bruteforcer5,local_hit_rate,No metric
md5-bruteforcer6,special_fu_utilization,No metric
md5-bruteforcer6,global_hit_rate,No metric
md5-bruteforcer6,shared_utilization,No metric
md5-bruteforcer6,local_hit_rate,No metric
md5-bruteforcer7,special_fu_utilization,No metric
md5-bruteforcer7,global_hit_rate,No metric
md5-bruteforcer7,shared_utilization,No metric
md5-bruteforcer7,local_hit_rate,No metric
md5-bruteforcer8,special_fu_utilization,No metric
md5-bruteforcer8,global_hit_rate,No metric
md5-bruteforcer8,shared_utilization,No metric
md5-bruteforcer8,local_hit_rate,No metric
md5-bruteforcer9,special_fu_utilization,No metric
md5-bruteforcer9,global_hit_rate,No metric
md5-bruteforcer9,shared_utilization,No metric
md5-bruteforcer9,local_hit_rate,No metric
md5-bruteforcer10,special_fu_utilization,No metric
md5-bruteforcer10,global_hit_rate,No metric
md5-bruteforcer10,shared_utilization,No metric
md5-bruteforcer10,local_hit_rate,No metric
passordCrack1,special_fu_utilization,No metric
passordCrack1,gld_transactions_per_request,Internal profiling error
passordCrack1,global_hit_rate,No metric
passordCrack1,gld_efficiency,Internal profiling error
passordCrack1,shared_utilization,No metric
passordCrack1,local_hit_rate,No metric
passordCrack1,local_memory_overhead,Internal profiling error
passordCrack1,gst_throughput,Internal profiling error
passordCrack2,special_fu_utilization,No metric
passordCrack2,global_hit_rate,No metric
passordCrack2,shared_utilization,No metric
passordCrack2,local_hit_rate,No metric
passordCrack2,local_memory_overhead,Internal profiling error
passordCrack3,special_fu_utilization,No metric
passordCrack3,global_hit_rate,No metric
passordCrack3,shared_utilization,No metric
passordCrack3,local_hit_rate,No metric
passordCrack4,special_fu_utilization,No metric
passordCrack4,global_hit_rate,No metric
passordCrack4,shared_utilization,No metric
passordCrack4,local_hit_rate,No metric
passordCrack5,special_fu_utilization,No metric
passordCrack5,global_hit_rate,No metric
passordCrack5,shared_utilization,No metric
passordCrack5,local_hit_rate,No metric
passordCrack6,special_fu_utilization,No metric
passordCrack6,global_hit_rate,No metric
passordCrack6,shared_utilization,No metric
passordCrack6,local_hit_rate,No metric
passordCrack7,special_fu_utilization,No metric
passordCrack7,global_hit_rate,No metric
passordCrack7,shared_utilization,No metric
passordCrack7,local_hit_rate,No metric
passordCrack8,special_fu_utilization,No metric
passordCrack8,global_hit_rate,No metric
passordCrack8,shared_utilization,No metric
passordCrack8,local_hit_rate,No metric
passordCrack9,special_fu_utilization,No metric
passordCrack9,global_hit_rate,No metric
passordCrack9,shared_utilization,No metric
passordCrack9,local_hit_rate,No metric
skein1,special_fu_utilization,No metric
skein1,global_hit_rate,No metric
skein1,shared_utilization,No metric
skein1,local_hit_rate,No metric
skein2,special_fu_utilization,No metric
skein2,global_hit_rate,No metric
skein2,shared_utilization,No metric
skein2,local_hit_rate,No metric
skein3,special_fu_utilization,No metric
skein3,global_hit_rate,No metric
skein3,shared_utilization,No metric
skein3,local_hit_rate,No metric
skein4,special_fu_utilization,No metric
skein4,global_hit_rate,No metric
skein4,shared_utilization,No metric
skein4,local_hit_rate,No metric
skein5,special_fu_utilization,No metric
skein5,global_hit_rate,No metric
skein5,shared_utilization,No metric
skein5,local_hit_rate,No metric
skein6,special_fu_utilization,No metric
skein6,global_hit_rate,No metric
skein6,shared_utilization,No metric
skein6,local_hit_rate,No metric
skein7,special_fu_utilization,No metric
skein7,global_hit_rate,No metric
skein7,shared_utilization,No metric
skein7,local_hit_rate,No metric
skein8,special_fu_utilization,No metric
skein8,global_hit_rate,No metric
skein8,shared_utilization,No metric
skein8,local_hit_rate,No metric
skein9,special_fu_utilization,No metric
skein9,global_hit_rate,No metric
skein9,shared_utilization,No metric
skein9,local_hit_rate,No metric
skein10,special_fu_utilization,No metric
skein10,global_hit_rate,No metric
skein10,shared_utilization,No metric
skein10,local_hit_rate,No metric
aes1,special_fu_utilization,No metric
aes1,global_hit_rate,No metric
aes1,shared_utilization,No metric
aes1,local_hit_rate,No metric
aes2,special_fu_utilization,No metric
aes2,global_hit_rate,No metric
aes2,shared_utilization,No metric
aes2,local_hit_rate,No metric
aes3,special_fu_utilization,No metric
aes3,global_hit_rate,No metric
aes3,shared_utilization,No metric
aes3,local_hit_rate,No metric
aes4,special_fu_utilization,No metric
aes4,global_hit_rate,No metric
aes4,shared_utilization,No metric
aes4,local_hit_rate,No metric
aes5,special_fu_utilization,No metric
aes5,global_hit_rate,No metric
aes5,shared_utilization,No metric
aes5,local_hit_rate,No metric
aes6,special_fu_utilization,No metric
aes6,global_hit_rate,No metric
aes6,shared_utilization,No metric
aes6,local_hit_rate,No metric
aes7,special_fu_utilization,No metric
aes7,global_hit_rate,No metric
aes7,shared_utilization,No metric
aes7,local_hit_rate,No metric
aes8,special_fu_utilization,No metric
aes8,global_hit_rate,No metric
aes8,shared_utilization,No metric
aes8,local_hit_rate,No metric
aes9,special_fu_utilization,No metric
aes9,global_hit_rate,No metric
aes9,shared_utilization,No metric
aes9,local_hit_rate,No metric
aes10,special_fu_utilization,No metric
aes10,global_hit_rate,No metric
aes10,shared_utilization,No metric
aes10,local_hit_rate,No metric
lzss_compress1,special_fu_utilization,No metric
lzss_compress1,global_hit_rate,No metric
lzss_compress1,shared_utilization,No metric
lzss_compress1,local_hit_rate,No metric
lzss_compress2,special_fu_utilization,No metric
lzss_compress2,global_hit_rate,No metric
lzss_compress2,shared_utilization,No metric
lzss_compress2,local_hit_rate,No metric
lzss_compress3,special_fu_utilization,No metric
lzss_compress3,global_hit_rate,No metric
lzss_compress3,shared_utilization,No metric
lzss_compress3,local_hit_rate,No metric
lzss_compress4,special_fu_utilization,No metric
lzss_compress4,global_hit_rate,No metric
lzss_compress4,shared_utilization,No metric
lzss_compress4,local_hit_rate,No metric
lzss_compress5,special_fu_utilization,No metric
lzss_compress5,global_hit_rate,No metric
lzss_compress5,shared_utilization,No metric
lzss_compress5,local_hit_rate,No metric
lzss_compress6,special_fu_utilization,No metric
lzss_compress6,global_hit_rate,No metric
lzss_compress6,shared_utilization,No metric
lzss_compress6,local_hit_rate,No metric
lzss_compress7,special_fu_utilization,No metric
lzss_compress7,global_hit_rate,No metric
lzss_compress7,shared_utilization,No metric
lzss_compress7,local_hit_rate,No metric
lzss_compress8,special_fu_utilization,No metric
lzss_compress8,global_hit_rate,No metric
lzss_compress8,shared_utilization,No metric
lzss_compress8,local_hit_rate,No metric
lzss_compress9,special_fu_utilization,No metric
lzss_compress9,global_hit_rate,No metric
lzss_compress9,shared_utilization,No metric
lzss_compress9,local_hit_rate,No metric
lzss_compress10,special_fu_utilization,No metric
lzss_compress10,global_hit_rate,No metric
lzss_compress10,shared_utilization,No metric
lzss_compress10,local_hit_rate,No metric
lzss_compress11,special_fu_utilization,No metric
lzss_compress11,global_hit_rate,No metric
lzss_compress11,shared_utilization,No metric
lzss_compress11,local_hit_rate,No metric
