power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
26.63 W, 0 MiB, 0 %, 0 %
34.18 W, 63 MiB, 0 %, 0 %
35.40 W, 275 MiB, 6 %, 0 %
56.60 W, 275 MiB, 6 %, 0 %
55.13 W, 275 MiB, 40 %, 0 %
56.32 W, 275 MiB, 40 %, 0 %
56.60 W, 275 MiB, 44 %, 0 %
54.13 W, 275 MiB, 43 %, 0 %
57.54 W, 275 MiB, 43 %, 0 %
56.07 W, 275 MiB, 43 %, 0 %
54.37 W, 275 MiB, 43 %, 0 %
54.12 W, 275 MiB, 43 %, 0 %
54.62 W, 275 MiB, 43 %, 0 %
56.35 W, 275 MiB, 43 %, 0 %
57.05 W, 275 MiB, 43 %, 0 %
55.34 W, 275 MiB, 44 %, 0 %
57.54 W, 275 MiB, 44 %, 0 %
55.62 W, 275 MiB, 44 %, 0 %
35.64 W, 271 MiB, 44 %, 0 %
35.64 W, 271 MiB, 15 %, 0 %
35.64 W, 271 MiB, 0 %, 0 %
35.40 W, 271 MiB, 0 %, 0 %
2.287515878677368
