power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
28.09 W, 0 MiB, 0 %, 0 %
45.38 W, 267 MiB, 0 %, 0 %
100.20 W, 267 MiB, 27 %, 19 %
100.20 W, 267 MiB, 100 %, 79 %
100.68 W, 267 MiB, 100 %, 79 %
101.17 W, 267 MiB, 100 %, 78 %
102.14 W, 267 MiB, 100 %, 78 %
102.14 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 78 %
102.63 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 78 %
102.87 W, 267 MiB, 100 %, 78 %
102.63 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
102.63 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 77 %
103.12 W, 267 MiB, 100 %, 77 %
102.63 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
102.87 W, 267 MiB, 100 %, 78 %
102.63 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
102.87 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.29 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
103.60 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 77 %
103.11 W, 267 MiB, 100 %, 77 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 77 %
103.35 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 77 %
103.59 W, 267 MiB, 100 %, 77 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
103.60 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 77 %
103.35 W, 267 MiB, 100 %, 77 %
103.35 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 77 %
103.59 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.29 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.54 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.59 W, 267 MiB, 100 %, 78 %
103.54 W, 267 MiB, 100 %, 78 %
