power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
26.87 W, 0 MiB, 0 %, 0 %
34.18 W, 263 MiB, 0 %, 0 %
56.32 W, 275 MiB, 6 %, 0 %
55.11 W, 275 MiB, 30 %, 0 %
55.10 W, 275 MiB, 30 %, 0 %
56.35 W, 275 MiB, 44 %, 1 %
56.56 W, 275 MiB, 44 %, 1 %
55.34 W, 275 MiB, 44 %, 0 %
57.29 W, 275 MiB, 43 %, 0 %
57.78 W, 275 MiB, 43 %, 0 %
54.12 W, 275 MiB, 45 %, 1 %
56.56 W, 275 MiB, 43 %, 0 %
54.61 W, 275 MiB, 43 %, 0 %
55.10 W, 275 MiB, 44 %, 0 %
56.07 W, 275 MiB, 44 %, 0 %
39.30 W, 271 MiB, 44 %, 0 %
35.64 W, 271 MiB, 19 %, 0 %
35.64 W, 271 MiB, 19 %, 0 %
35.64 W, 271 MiB, 0 %, 0 %
35.64 W, 215 MiB, 1 %, 0 %
2.0050485134124756
