power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
26.87 W, 0 MiB, 0 %, 0 %
26.87 W, 18 MiB, 0 %, 0 %
35.15 W, 267 MiB, 0 %, 0 %
35.64 W, 277 MiB, 8 %, 0 %
35.40 W, 265 MiB, 18 %, 0 %
37.35 W, 289 MiB, 18 %, 0 %
35.64 W, 265 MiB, 49 %, 0 %
37.59 W, 351 MiB, 34 %, 0 %
37.59 W, 351 MiB, 34 %, 0 %
37.59 W, 351 MiB, 100 %, 0 %
37.59 W, 351 MiB, 100 %, 0 %
35.64 W, 265 MiB, 97 %, 0 %
37.59 W, 457 MiB, 27 %, 1 %
37.59 W, 457 MiB, 27 %, 1 %
37.59 W, 457 MiB, 100 %, 0 %
37.59 W, 457 MiB, 100 %, 0 %
37.59 W, 457 MiB, 100 %, 0 %
37.59 W, 457 MiB, 100 %, 0 %
37.59 W, 457 MiB, 100 %, 0 %
37.59 W, 457 MiB, 100 %, 0 %
36.86 W, 265 MiB, 77 %, 0 %
35.89 W, 603 MiB, 77 %, 0 %
37.59 W, 603 MiB, 29 %, 1 %
37.59 W, 603 MiB, 100 %, 0 %
37.84 W, 603 MiB, 100 %, 0 %
37.84 W, 603 MiB, 100 %, 0 %
37.84 W, 603 MiB, 100 %, 0 %
37.59 W, 603 MiB, 100 %, 0 %
37.59 W, 603 MiB, 100 %, 0 %
37.59 W, 603 MiB, 100 %, 0 %
37.59 W, 603 MiB, 100 %, 0 %
37.84 W, 603 MiB, 100 %, 0 %
37.59 W, 603 MiB, 100 %, 0 %
37.59 W, 603 MiB, 100 %, 0 %
37.59 W, 603 MiB, 100 %, 0 %
37.59 W, 603 MiB, 100 %, 0 %
35.89 W, 603 MiB, 67 %, 0 %
35.64 W, 265 MiB, 67 %, 0 %
37.35 W, 793 MiB, 16 %, 1 %
37.59 W, 793 MiB, 16 %, 1 %
37.59 W, 793 MiB, 100 %, 1 %
37.59 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
37.84 W, 793 MiB, 100 %, 0 %
37.84 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
37.59 W, 793 MiB, 100 %, 0 %
