time,power,memory Used,u_gpu,u_memory
0.0,26.63,0.0,0.0,0.0
0.07552635669708252,34.67,353.0,0.0,0.0
0.22657907009124756,26.63,0.0,0.0,0.0
0.3021054267883301,34.67,353.0,0.0,0.0
0.3776317834854126,26.63,0.0,0.0,0.0
0.4531581401824951,34.67,353.0,0.0,0.0
0.5286844968795776,26.63,0.0,0.0,0.0
0.6042108535766602,34.67,353.0,0.0,0.0
0.6797372102737427,26.63,0.0,0.0,0.0
0.7552635669708252,34.67,353.0,0.0,0.0
0.8307899236679077,26.63,0.0,0.0,0.0
0.9063162803649902,34.67,353.0,0.0,0.0
0.9818426370620728,26.63,0.0,0.0,0.0
1.0573689937591553,34.67,353.0,0.0,0.0
1.1328953504562378,26.63,0.0,0.0,0.0
1.2084217071533203,34.67,353.0,0.0,0.0
1.2839480638504028,26.63,0.0,0.0,0.0
1.3594744205474854,34.67,353.0,0.0,0.0
1.4350007772445679,26.63,0.0,0.0,0.0
1.5105271339416504,34.67,353.0,0.0,0.0
1.586053490638733,26.63,0.0,0.0,0.0
1.6615798473358154,34.67,353.0,0.0,0.0
1.737106204032898,26.63,0.0,0.0,0.0
1.8126325607299805,34.67,353.0,0.0,0.0
1.888158917427063,26.63,0.0,0.0,0.0
1.9636852741241455,34.67,353.0,0.0,0.0
2.039211630821228,26.63,0.0,0.0,0.0
2.1147379875183105,34.67,353.0,0.0,0.0
2.190264344215393,26.63,0.0,0.0,0.0
2.2657907009124756,34.67,353.0,0.0,0.0
2.341317057609558,26.63,0.0,0.0,0.0
2.4168434143066406,34.67,353.0,0.0,0.0
2.492369771003723,26.63,0.0,0.0,0.0
2.5678961277008057,34.67,353.0,0.0,0.0
2.643422484397888,26.63,0.0,0.0,0.0
2.7189488410949707,34.67,353.0,0.0,0.0
2.7944751977920532,26.63,0.0,0.0,0.0
2.8700015544891357,34.67,353.0,0.0,0.0
2.9455279111862183,26.63,0.0,0.0,0.0
3.021054267883301,34.67,353.0,0.0,0.0
3.0965806245803833,26.63,0.0,0.0,0.0
3.172106981277466,34.67,353.0,0.0,0.0
3.2476333379745483,26.63,0.0,0.0,0.0
3.323159694671631,34.67,353.0,0.0,0.0
3.3986860513687134,26.63,0.0,0.0,0.0
3.474212408065796,34.67,353.0,0.0,0.0
3.5497387647628784,26.63,0.0,0.0,0.0
3.625265121459961,34.67,353.0,0.0,0.0
3.7007914781570435,26.63,0.0,0.0,0.0
3.776317834854126,34.67,353.0,0.0,0.0
3.8518441915512085,26.63,0.0,0.0,0.0
3.927370548248291,34.67,353.0,0.0,0.0
4.0028969049453735,26.63,0.0,0.0,0.0
4.078423261642456,34.67,353.0,0.0,0.0
4.153949618339539,26.63,0.0,0.0,0.0
4.229475975036621,34.67,353.0,0.0,0.0
4.305002331733704,26.63,0.0,0.0,0.0
4.380528688430786,34.67,353.0,0.0,0.0
4.456055045127869,26.63,0.0,0.0,0.0
4.531581401824951,34.67,353.0,0.0,0.0
4.607107758522034,26.63,0.0,0.0,0.0
4.682634115219116,34.67,353.0,0.0,0.0
4.758160471916199,26.63,0.0,0.0,0.0
4.833686828613281,34.67,353.0,0.0,0.0
4.909213185310364,26.63,0.0,0.0,0.0
4.984739542007446,34.67,353.0,0.0,0.0
5.060265898704529,26.63,0.0,0.0,0.0
5.135792255401611,34.67,353.0,0.0,0.0
5.211318612098694,26.63,0.0,0.0,0.0
