power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
27.36 W, 0 MiB, 0 %, 0 %
43.68 W, 267 MiB, 0 %, 0 %
99.45 W, 267 MiB, 45 %, 0 %
99.94 W, 267 MiB, 45 %, 0 %
100.18 W, 267 MiB, 100 %, 0 %
100.18 W, 267 MiB, 100 %, 0 %
100.43 W, 267 MiB, 100 %, 0 %
100.67 W, 267 MiB, 100 %, 0 %
100.67 W, 267 MiB, 100 %, 0 %
100.67 W, 267 MiB, 100 %, 0 %
100.67 W, 267 MiB, 100 %, 0 %
100.67 W, 267 MiB, 100 %, 0 %
100.91 W, 267 MiB, 100 %, 0 %
100.91 W, 267 MiB, 100 %, 0 %
100.91 W, 267 MiB, 100 %, 0 %
100.91 W, 267 MiB, 100 %, 0 %
100.91 W, 267 MiB, 100 %, 0 %
100.91 W, 267 MiB, 100 %, 0 %
100.91 W, 267 MiB, 100 %, 0 %
100.91 W, 267 MiB, 100 %, 0 %
100.91 W, 267 MiB, 100 %, 0 %
100.91 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
97.75 W, 267 MiB, 100 %, 0 %
100.91 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.15 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.40 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
101.64 W, 267 MiB, 100 %, 0 %
