start,duration,direction,throughput
0.486374,4.6e-05,0,10.700413
0.486504,4.1e-05,1,12.005342
0.486556,2e-06,1,1.146243
0.490494,0.000631,1,12.234611
0.492335,0.000631,1,12.24454
