,loss,acc,val_loss,val_acc
0,2.1951773335888887,0.3820459246635437,1.777801513671875,0.20624999701976776
1,1.7229965131317648,0.20876826345920563,1.624068260192871,0.20624999701976776
2,1.5921682405571351,0.20041753351688385,1.4791308641433716,0.21875
3,1.449826283843134,0.24217118322849274,1.3191156387329102,0.33125001192092896
4,1.301253309827259,0.3674321472644806,1.258204698562622,0.6625000238418579
5,1.1705717142041392,0.6012526154518127,1.138922929763794,0.762499988079071
6,1.064785010381631,0.7265135645866394,1.0077121257781982,0.768750011920929
7,0.9594556699217237,0.7244259119033813,0.871780276298523,0.7875000238418579
8,0.8457028008453035,0.7640918493270874,0.8055362701416016,0.8187500238418579
9,0.8027913653775894,0.7891440391540527,0.6511578559875488,0.8187500238418579
10,0.6541318760286542,0.7870563864707947,0.6125903129577637,0.762499988079071
11,0.640298972050183,0.7599164843559265,0.5316349267959595,0.856249988079071
12,0.5994681493225575,0.8371607661247253,0.4751879572868347,0.8812500238418579
13,0.5520934629290984,0.8601252436637878,0.48211660981178284,0.8687499761581421
14,0.47807139935971305,0.8643006086349487,0.5013934969902039,0.9437500238418579
15,0.4860716147935465,0.9206680655479431,0.3269815146923065,0.8999999761581421
16,0.4654714217514484,0.8830897808074951,0.32019296288490295,0.8812500238418579
17,0.3999946585901097,0.8768267035484314,0.2560081481933594,0.956250011920929
18,0.4212052745585153,0.8914405107498169,0.42820578813552856,0.8500000238418579
19,0.457810951486261,0.8434237837791443,0.45173758268356323,0.862500011920929
20,0.46010132616148613,0.887265145778656,0.43260422348976135,0.925000011920929
21,0.4799022502217263,0.893528163433075,0.4186040759086609,0.893750011920929
22,0.41758495668777595,0.893528163433075,0.2744144797325134,0.949999988079071
23,0.5324665810718416,0.9227557182312012,0.24207279086112976,0.918749988079071
24,0.38314368219614525,0.8914405107498169,0.348996102809906,0.875
25,0.38020102707727466,0.893528163433075,0.2864813208580017,0.918749988079071
26,0.3324898274183771,0.9227557182312012,0.3270939886569977,0.9437500238418579
27,0.31938205600282593,0.924843430519104,0.27112045884132385,0.925000011920929
28,0.30666350005563964,0.9227557182312012,0.20533569157123566,0.9437500238418579
29,0.3342376449660618,0.9331941604614258,0.2205185890197754,0.925000011920929
30,0.3495809955362985,0.8914405107498169,0.3056654632091522,0.8999999761581421
31,0.3937720769320251,0.8956158757209778,0.2249877005815506,0.9312499761581421
32,0.2702174779642101,0.9185803532600403,0.21286627650260925,0.949999988079071
33,0.2512532540427867,0.9457202553749084,0.16631944477558136,0.949999988079071
34,0.25584583964377705,0.9331941604614258,0.23227718472480774,0.949999988079071
35,0.2548168563519241,0.9436325430870056,0.35883039236068726,0.9437500238418579
36,0.32810274712228077,0.9415448904037476,0.42955446243286133,0.9437500238418579
37,0.28109035468300597,0.9478079080581665,0.22510090470314026,0.949999988079071
38,0.246385715046357,0.9373695254325867,0.20550918579101562,0.949999988079071
39,0.3388154110356014,0.924843430519104,0.2500547468662262,0.925000011920929
40,0.35852791981806587,0.8914405107498169,0.356631338596344,0.887499988079071
41,0.45953726115206833,0.8768267035484314,0.32721570134162903,0.9375
42,0.39035187695867585,0.9373695254325867,0.34182214736938477,0.9437500238418579
43,0.33206865844746475,0.9373695254325867,0.3094092011451721,0.9437500238418579
44,0.3769984245611382,0.8997912406921387,0.3099524676799774,0.925000011920929
45,0.3259311276711601,0.9144049882888794,0.2321833372116089,0.949999988079071
46,0.3499329464669516,0.9436325430870056,0.2859129309654236,0.9312499761581421
47,0.36304936957757505,0.9018788933753967,0.43104711174964905,0.8999999761581421
