,loss,acc,val_loss,val_acc
0,1.305074563106067,0.1983298510313034,1.2495834827423096,0.23125000298023224
1,1.1828636625365574,0.20459289848804474,1.1850756406784058,0.3062500059604645
2,1.1304094841186587,0.25260961055755615,1.1773793697357178,0.375
3,1.09730242762038,0.40292274951934814,1.170745611190796,0.48750001192092896
4,1.0863415035176127,0.45511481165885925,1.1632393598556519,0.675000011920929
5,1.0719710526237407,0.5741127133369446,1.1516425609588623,0.7437499761581421
6,1.0589661568341027,0.632567822933197,1.1393375396728516,0.7749999761581421
7,1.0428301899816397,0.6868476271629333,1.130702257156372,0.7562500238418579
8,1.038528752227417,0.699373722076416,1.1240869760513306,0.737500011920929
9,1.032334623854444,0.7098121047019958,1.1183078289031982,0.731249988079071
10,1.0166218916658072,0.7181628346443176,1.1127265691757202,0.7250000238418579
11,1.0129381821399441,0.6868476271629333,1.1059110164642334,0.731249988079071
12,1.0056168790401148,0.7223381996154785,1.0993216037750244,0.75
13,1.0016185007911633,0.6617953777313232,1.0932972431182861,0.75
14,0.9930461378834193,0.6910229921340942,1.0897265672683716,0.75
15,0.9879940076262568,0.7244259119033813,1.0829894542694092,0.768750011920929
16,0.9738962787178215,0.7640918493270874,1.0783865451812744,0.762499988079071
17,0.9771074910253473,0.7494781017303467,1.0736486911773682,0.762499988079071
18,0.9580288932567349,0.7724425792694092,1.0689237117767334,0.768750011920929
19,0.9554828843393505,0.7787056565284729,1.0639970302581787,0.768750011920929
20,0.9509569489881241,0.7682672142982483,1.0579627752304077,0.768750011920929
21,0.935093497060286,0.736952006816864,1.0534217357635498,0.7749999761581421
22,0.9396139202884443,0.7661795616149902,1.0490963459014893,0.78125
23,0.9441126268940331,0.7286012768745422,1.044981837272644,0.800000011920929
24,0.9176822212643315,0.7411273717880249,1.0392223596572876,0.800000011920929
25,0.9298685967051161,0.7620041966438293,1.0350911617279053,0.8187500238418579
26,0.9115638238900887,0.7453027367591858,1.0315141677856445,0.824999988079071
27,0.9064463802568599,0.7870563864707947,1.027819275856018,0.824999988079071
28,0.9088746204754505,0.7849686741828918,1.0231194496154785,0.824999988079071
29,0.9034827682568783,0.7933194041252136,1.0164889097213745,0.831250011920929
30,0.9096058823619356,0.7849686741828918,1.0144164562225342,0.831250011920929
31,0.8790500468899164,0.8079332113265991,1.0130269527435303,0.831250011920929
32,0.8805306443092967,0.818371593952179,1.005767822265625,0.831250011920929
33,0.8766793551425097,0.8288100361824036,0.9964075088500977,0.831250011920929
34,0.8527005431796414,0.8413361310958862,0.9847157597541809,0.831250011920929
35,0.8433440870183495,0.8475991487503052,0.9636409878730774,0.8374999761581421
36,0.8296317623652097,0.849686861038208,0.9427143335342407,0.8374999761581421
