,loss,acc,val_loss,val_acc
0,1.086498440569463,0.31012657284736633,1.0587435960769653,0.7169811129570007
1,0.9881454087510894,0.6540084481239319,1.0538097620010376,0.7421383857727051
2,0.976658260269004,0.7658227682113647,0.9975683689117432,0.7735849022865295
3,0.9257907050068368,0.799578070640564,0.8987663984298706,0.8427672982215881
4,0.8756333878774684,0.7721518874168396,0.8411877751350403,0.8364779949188232
5,0.8491671477692037,0.7784810066223145,0.7866523861885071,0.8427672982215881
6,0.8001459499954674,0.7911392450332642,0.7283934950828552,0.8993710875511169
7,0.734128211117998,0.8227847814559937,0.6844584345817566,0.893081784248352
8,0.708836725744014,0.852320671081543,0.6572107076644897,0.8679245114326477
9,0.6717253432998175,0.8544303774833679,0.599821150302887,0.8553459048271179
10,0.6155395060148923,0.8227847814559937,0.518356442451477,0.8616352081298828
11,0.5505965098047055,0.8734177350997925,0.4705999493598938,0.8805031180381775
12,0.5119993261647123,0.8797468543052673,0.4316950738430023,0.893081784248352
13,0.4711286286010018,0.8902953863143921,0.3834875822067261,0.8993710875511169
14,0.4234364780947126,0.902953565120697,0.34378573298454285,0.893081784248352
15,0.3851780534293581,0.9008438587188721,0.31550154089927673,0.9182389974594116
16,0.3816172333457802,0.9177215099334717,0.24872581660747528,0.9433962106704712
17,0.3240241634694836,0.9198312163352966,0.2820950746536255,0.9182389974594116
18,0.34791747967905134,0.892405092716217,0.2268989086151123,0.9622641801834106
19,0.28210262960522486,0.9409282803535461,0.1951003223657608,0.9685534834861755
20,0.28618690220615534,0.9240506291389465,0.23227187991142273,0.9182389974594116
21,0.3029922314837009,0.8902953863143921,0.1790076047182083,0.9748427867889404
22,0.23115755252948794,0.9578059315681458,0.1603606790304184,0.9748427867889404
23,0.29628451690392155,0.9388185739517212,0.1960429698228836,0.9685534834861755
24,0.23042494725074447,0.9620253443717957,0.2009950429201126,0.955974817276001
25,0.23341486687901652,0.9409282803535461,0.18398597836494446,0.955974817276001
26,0.2482757213749463,0.9388185739517212,0.1728525161743164,0.955974817276001
27,0.2318883884053693,0.9282700419425964,0.1404295414686203,0.9748427867889404
